Text,User,Counter,Reply
@contourcountess We hope that we were able to assist you with your enquiry. Have a lovely day. Thanks. 2/2,@contourcountess:1,1,@woolworths can normal Woolworths vouchers be used at BWS and or dan Murphy’s and when I mean normal it just says Woolworths ?
"@contourcountess Hi Contour, thanks for your patience with our reply. If you're referring to our Groceries Gift Card then it can only be used in our stores or online. Our Wish Gift Card can be used in all our stores, including BWS, Dan Murphy's and Big W. 1/2",@contourcountess:2,2,
"@coopersheaven Hi Coober, we’re always ready for enthusiastic people to join our team and are on the lookout for a wide range of employee skills. You can find out more info at https://t.co/9bxmCH805x - all the best!",@coopersheaven:1,1,@woolworths give me a job please
"@coopersheaven Hi Coober, we’re always ready for enthusiastic people to join our team and are on the lookout for a wide range of employee skills. You can find out more info at https://t.co/9bxmCH805x - all the best!",@coopersheaven:2,2,@woolworths i need a job
"@corpmeet Hey Craig, thanks for reaching out to us and we appreciate your patience. We're sorry to see that the shelves at your local store are rusting and we'd like to look into this further. Please DM us with the store you visited and the date/time. We hope to hear from you soon!",@corpmeet:1,1,"@woolworths It was your store at Brimbank (Deer Park, Vic) shopping centre."
@corpmeet Thanks for confirming those details for us. We're pleased to let you know that we've shared your feedback with our Deer Park store Management Team for their review. We appreciate you for bringing this to our attention and we hope you have a great day!,@corpmeet:2,2,@woolworths I wonder if any of the stores the Woolworths senior management shop at have shelves that are rusted and stained as this store has. And this is just one section of one store..... https://t.co/tAvQ5YMrqm
"@crabrc Hi Rob, we're sorry to hear about your recent experience with our Fitzroy Store. Could you please DM us more details about your concerns? Thanks, hope to hear from you soon!",@crabrc:1,1,Dear @woolworths Your Fitzroy store has been kicking out very loud a/c noise 24/7 for the past few days and it’s very disruptive to the residents of our apartment complex. Who do we need to talk to to get this sorted? It can be heard clearly inside with the windows shut… https://t.co/SyPmh4UpCv
"@cricketwidow17 Hi Lisa, thanks for your patience with our reply. We're glad to hear that your enquiry has been resolved. We've also responded to your Direct Message. Have a great day. Thanks.",@cricketwidow17:1,1,@lizibrown @woolworths Yes! A little late rather than a lot.
"@cricketwidow17 Hi Lisa, thanks for reaching out and bringing this to our attention. 1/3",@cricketwidow17:2,2,Oh @woolworths ! We are not doing this again are we? Last time this happened I was rescheduled for a further 5 days while on the phone until after 1am. Delivery window was 4pm to 7pm. My dinner is in this delivery. Please don’t let me down again.
@cricketwidow17 We're sorry to see that your recent Online delivery order has been delayed repeatedly. 2/3,@cricketwidow17:3,3,
"@cricketwidow17 So that we can look into this for you, could you please let us know your full name, email address and order number for verification via DM? Eager to hear from you soon. 3/3",@cricketwidow17:4,4,
"@cricketwidow17 Hi Lisa, thanks for reaching out about your late delivery. We're glad to hear you received your order. Thanks for reaching out to us about this, we do appreciate it. If we're able to help with anything else, just let us know! Have a great day!",@cricketwidow17:5,5,
"@ctmb4 Hi there, thanks for reaching out. We're sorry to hear there weren't Delivery Now windows available. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@ctmb4:1,1,@woolworths Any chance of informing people of when and if the deliver now option will be available or unavailable.Understandably this time of year is busy but some notice would be appreciated so other plans can be made.
"@dagavah Hi David, thanks for the positive feedback! We're happy to hear about your experience in the Greensborough store and will pass this feedback to the Store Management Team for their awareness and review. We hope you have a lovely day!",@dagavah:1,1,
"@dallasalex841 Thanks for getting back to us, Dallas, and for confirming the store's location. We've already let our store management team know so they can look into this from their end. Have a great day. Thanks.",@dallasalex841:1,1,@woolworths It’s the one on kokaribb st. I have a 10 month old baby so I’d rather not run the risk of catching covid from Woolworths staff. Perhaps it would do you well to remind all stores as there are vulnerable people in the community.
"@dallasalex841 Hi Dallas, we're sorry to hear that your shopping experience with us wasn't as great as we would've liked it to be. We understand your concerns and we've addressed them to our Carnegie store management team for their awareness. We apologise for any inconvenience caused. Thanks.",@dallasalex841:2,2,@woolworths you may want to remind the staff at the Carnegie branch to social distance. At the self checkout when your staff thought it would be good to restock the little shelves whilst basically leaning on me. Asked them to stop only for another snooty staff to push into me 🤢
@darrenascent We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2,@darrenascent:1,1,
"@darrenascent Hi Darren, we're always seeking to ensure that only the best quality  and in date products are on show. Can you please send us a Direct Message and let us know if you've seen this item displayed in one of our stores or if you received it in your online order? 1/2",@darrenascent:2,2,
"@davejem Hi David, thanks for reaching out to us with regards to feedback about our store. We'd like to help and look into this. Do you mind sharing the details of the time and date of your visit through a direct/private message? Thanks and we look to hearing from you soon.",@davejem:1,1,@woolworths Done.  There was less than a minute’s delay between me taking the video and it appearing on twitter
"@davemoore9 Hi David, thanks for reaching out to us in regards to the lack of masks worn in our Rutherford store. If possible, could you please DM us with the time and date you were in store when you saw this, and whether it was team members, customers, or both? 1/2",@davemoore9:1,1,
"@davemoore9 Thanks, we look forward to hearing from you. 2/2",@davemoore9:2,2,
"@davidwengier Can you please send us a Direct Message and let us know your full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2",@davidwengier:1,1,"@c_tolkien @woolworths Yah, there were things that weren't available for sure, but never seen not being able to make a booking at all."
"@davidwengier Hi David, thanks for your patience with our reply. We're sorry to hear that you couldn't choose your preferred Pick up window as there were none available for a few days. We'd certainly like to look into this for you. 1/2",@davidwengier:2,2,No pick up availability at our regular @woolworths supermarket for the next week....
"@daxmelbourne We'd like to follow this up with you, could you please send us a DM to confirm the order number, registered email address, and phone number associated with the account? Thanks and we look forward to your reply soon. 2/2",@daxmelbourne:1,1,
"@daxmelbourne Hi Dax, thanks for reaching out about the way your items were packed in your first delivery order. We're sorry to hear this. 1/2",@daxmelbourne:2,2,
"@dbllplusgood Hey Leo, thanks for reaching out to us. We're sorry to see you're not happy with the quality of the Pork you've purchased from us. Could you please DM us with the batch details (usually near the expiry, sometimes includes a timestamp) and store of purchase? (1/2)",@dbllplusgood:1,1,@maxinetaylor_ @woolworths It's definitely not string.
"@dbllplusgood Hi there, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@dbllplusgood:2,2,@MongeeMong @woolworths Gross. Have a look at the pork I got too. https://t.co/loRtG7mfyx
"@dbllplusgood Thanks, we look forward to hearing from you. (2/2)",@dbllplusgood:3,3,@woolworths Done
"@deletedlies Hi there, we'd like to have a look into this for you. Please DM us with the name of the store where you purchased them. We look forward to hearing from you.",@deletedlies:1,1,"@woolworths brah I got some Betty Crocker cookies
Made them and tried them 
They tasted  so foul
The box was out of date 
I can’t wait to never to do that again"
"@deletedlies Hi biological word, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@deletedlies:2,2,
"@dell_stagg Hi Delphine, thanks for reaching out. We're sorry to hear that a truck has hit the trees in your street and we'd like to have a look into this for you. 1/2",@dell_stagg:1,1,"So...@woolworths delivery was hours late...then...along comes truck.. smashes into and takes off half my lovingly cared for street 🌳. 
Not my fault he says...TREE IN WAYS!!! FFS!!"
"@dell_stagg So that we can further address this, please DM us your full name, order number and email address linked to your Online Account for verification. We look forward to hearing from you. 2/2",@dell_stagg:2,2,
"@desikitteh If you're enquiring about being able to save our own recipes on the app, we've already shared your feedback with our team for their awareness. Thanks. 2/2",@desikitteh:1,1,
"@desikitteh Hi Desi, thanks for your patience with our reply. If you're enquiring about saving your own recipes on the app we already have Bunch program for this. 1/2",@desikitteh:2,2,
"@desmond_last Hi Desmond, thanks for getting in touch. We're sorry to see the beer is unavailable online. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@desmond_last:1,1,@woolworths Your online site is showing no beer available? https://t.co/bLz1odc3Ty
@developerjack Thanks for letting the store team know about it. We'd still love for you to send us a DM with the store name if you can. We hope you have a great day. Thanks.,@developerjack:1,1,
"@developerjack Hi there, thanks for bringing this to our attention. Could you please send us a DM with the store you saw this sign at? Looking forward to hearing from you. Thanks.",@developerjack:2,2,
"@djmorphee Can you please send us a Direct Message and let us know your order number, full name and email address, for account verification purposes? 2/3",@djmorphee:1,1,Hey @woolworths. This is confusing. https://t.co/9Kzrr5Oe3x
"@djmorphee Hi Shaughn, thanks for your patience with our reply. We're sorry to hear that you found our order notification message a bit confusing. Although, we hope that you already received your groceries by now, we'd still like to share your feedback with our team for their awareness. 1/3",@djmorphee:2,2,
@djmorphee We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@djmorphee:3,3,
"@drarlenetaylor Hi there, thanks for getting in touch. We're sorry to hear we missed the Prawns in your order and apologise for the inconvenience caused. We'd love to look into this for you, however, we do need to grab some details. 1/2",@drarlenetaylor:1,1,
"@drarlenetaylor If you could please send us a DM and let us know the first and last name,  email address and order number on your account, that'd be great. Thanks, we look forward to hearing from you! 2/2",@drarlenetaylor:2,2,
"@drgan Hi Yixiang, thanks for your patience as we get back to you. We're concerned to hear about this, can you please send us a DM letting us know where and when you purchased these. Thanks.",@drgan:1,1,"Be aware @woolworths is currently selling faulty Google Play gift cards, with unreadable redeem codes. The Carlingford shop claims this is non-refundable, and the customers have to contact Google Store directly. https://t.co/ctzDlH3hZG"
"@drzax We'd like to look to follow this up with you, could you please send us a DM to confirm the order number, registered email address, and phone number associated with the account? We hope to hear from you soon. Thanks. 2/2",@drzax:1,1,
"@drzax Hi Simon, thanks for reaching out about the excess of plastic bags that you've received in your recent Online order. We're sorry to hear this. 1/2",@drzax:2,2,
"@drzax Hi Simon, thank you for reaching out. We’re currently experiencing limited availability of shopping bags in-store and online due to an ordering error. We apologise for the inconvenience.",@drzax:3,3,
"@dugald3 Hi Dugald, thanks for reaching out about our Rapid Antigen Tests. Could you please DM us the date and time you screenshot these tests? Thanks, we hope to hear from you soon!",@dugald3:1,1,@woolworths DM sent
"@dugald3 We appreciate you sending us another screenshot of the stock levels on our website. Could you please send us a DM with the full name, email and phone number the online account is registered with? Thanks.",@dugald3:2,2,@woolworths https://t.co/8vNDjr6CMZ
"@dugald3 Thanks for sending us those screenshots, Dugald. Could you please send us a DM with the full name, email and phone number the online account is registered with? We appreciate you taking the time to follow this up with us.",@dugald3:3,3,"@woolworths Getting silly now, isn’t it? Have driven to Hampton, Highett &amp; Moorabbin - nothing, website still in stock https://t.co/1U5U4HyYdK"
"@eepbrad Hi Brad, thanks for reaching out and sharing your feedback. We're sorry to hear that when you add items to your cart to complete your Online shopping, the items are removed when you log in afterwards. 1/2",@eepbrad:1,1,
"@eepbrad So that we can look into this for you, could you please share your full name, email address and phone number for verification via DM? Eager to hear from you soon! 2/2",@eepbrad:2,2,
"@emilyquintin Hi Emily, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@emilyquintin:1,1,
"@emilyquintin Hey Emily, thanks for reaching out to us. We'd really like to follow this up for you. Could you please send us a DM? We look forward to hearing from you.",@emilyquintin:2,2,
"@epictreasure1 Hi there, we're sorry to hear that you had to be on hold for a considerable amount of time, trying to reach our team. We've responded to your Direct Message. Thanks.",@epictreasure1:1,1,
@erineileensmith We'd like to let you know that we've just responded back to your DM. We appreciate you letting us know about this. We look forward to your reply. Thanks. 2/2,@erineileensmith:1,1,@woolworths hi Woolies can someone please respond to my DMs? It’s about an outstanding refund. Thanks
"@erineileensmith Hi Erin, thanks for reaching out, and we appreciate your patience. We're sorry to hear that your recent delivery wasn't delivered in your chosen window. 1/2",@erineileensmith:2,2,@woolworths hi Woolies just wondering if someone can get back to me about my delivery? I know you guys have reduced drivers atm but it’s a 50 min wait time to call up.TIA
"@erineileensmith Hi Erin, thanks for your patience. We believe our team has responded to your DM. Please feel free to send us a DM again if we can assist you with anything else. Enjoy your weekend!",@erineileensmith:3,3,
"@evilfunkydude Hey Michael, thanks for reaching out and we appreciate your interest in the cold dog rolls We're sorry to hear that you've not been able to locate stock of this item. We'd be happy to look into this for you. Please can you DM us for assistance?",@evilfunkydude:1,1,@woolworths when will your stores have cold dog rolls back in stock
@fee_bee_63 Thanks for getting back to us. We've responded to your Direct Message. Thanks.,@fee_bee_63:1,1,
@fee_bee_63 We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@fee_bee_63:2,2,
"@fee_bee_63 Your disappointment is understandable and we'd like to look into this for you. Can you please send us a Direct Message and let us know your full name and email address, for account verification purposes? 2/3",@fee_bee_63:3,3,
"@fee_bee_63 Hi Fi, we're sorry to hear that you couldn't purchase the Rapid Antigen Tests from our Kambah store. You mentioned it was showing on our website that they've it in stock but there were none. 1/3",@fee_bee_63:4,4,
"@felidee Hey there! Thanks for getting in touch with us and letting us know. We're sorry to hear about your experience. Our team would love to assist with this, so please send us a PM by clicking on the following link: https://t.co/35uGu1zFrA. Thanks, we hope to hear from you soon!",@felidee:1,1,@woolworths Could someone at HR please explain to me why there were no staff on the major registers at 9.50am thismorning at the Woodgrove Melton Store and customers with loaded large trolleys had to use the self serve check outs? It's just not good enough @woolworths.
@frank_columbo Thanks for confirming the store. We're raised this with our Parramatta Store Management Team who'll look into this further. Thanks for bringing this to our attention. We hope you enjoy the rest of your day!,@frank_columbo:1,1,"@jenchee57 @JustSaying8888 @woolworths @nswpolice That said, @Coles isn't perfect either. Their Merrylands store has some openly defiant staff, too. https://t.co/RWeZYhQUPm"
"@frank_columbo Hi there, thank you for bringing this to our attention. We are sorry to hear about your experience and would like to look into this. Can you please provide the store location, date and time of your visit? Thanks.",@frank_columbo:2,2,"@woolworths Thank you. Can you please clarify one thing for me: Considering that the situation hasn't changed, either your claim to have ""raised this with the store"" was bullshit, or @Woolworths Parra deliberately keeps flouting Govt regulations and endangering customers. 
Which is it? https://t.co/dlvfePPPG9"
"@garethricho Hey there, thanks for bringing this to our attention. We'd appreciate it if you could DM us, so we can assist you with the poor quality of the Cherry Tomatoes. We look forward to hearing from you.",@garethricho:1,1,@woolworths I think these shouldn't have passed quality control somehow... with mould. Purchased 10/12 from Sebastopol https://t.co/spmxQnAP38
"@garrymck Thanks for sharing those details, Garry. Please know that you've shared your personal information via a public platform. We'd like to suggest deleting this information and sending us a DM instead. Thanks, we look forward to hearing from you!",@garrymck:1,1,
"@garystark We'd love to look into this further, can you please confirm the full name, email address, and contact number associated with the online account in a direct message? Thanks. 2/2",@garystark:1,1,
"@garystark Hi there, we appreciate you reaching out to us. We're sorry to hear that your experience you had with your first order. 1/2",@garystark:2,2,
"@gcLaborista Hi there, we're sorry to hear that you aren't satisfied with the way our Virtual Assistant, Olive, assisted you with a number of your enquires. We can certainly look into this for you. 1/3",@gcLaborista:1,1,
"@gcLaborista Can you please send us a Direct Message and provide the following information so we can assist you with your enquiries: your order number, full name and email address, for account verification purposes? 2/3",@gcLaborista:2,2,
@gcLaborista We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@gcLaborista:3,3,
@gdaythom We can assure you that it's not saved nor shown anywhere else. 3/5,@gdaythom:1,1,"@woolworths Hello. If this is a trial, have you considered giving users the option to opt out on-screen before they start the transaction?"
"@gdaythom If you don’t wish to be a part of the trial, please feel free to use the staffed checkouts in-store. Thanks. 5/5",@gdaythom:2,2,"@woolworths Hello. If it’s not saved or shown anywhere else how does it help Woolworths reduce theft? Or, how is it any different to the member of staff standing there or any other in-store surveillance cameras?"
@gdaythom This will also help our team members monitor the self-checkout area. We've been very careful to ensure that the cameras cannot see the PIN pad area. 4/5,@gdaythom:3,3,"Hello @woolworths. What’s the rationale for the surveillance cameras in your self-checkout tills? One of your staff members said it’s for “security”. Regards, Curious Shopper"
"@gdaythom There's a camera at the top of the self-checkout (or attached externally) and you'll appear on the screen in the top right corner. This is a reflection of yourself, shown only on the screen in front of you. 2/5",@gdaythom:4,4,
"@gdaythom Hi Thom, thanks for reaching out. We know most of our customers do the right thing at our self-serve checkouts, however, we're trialling this new security technology for those that don't. 1/5",@gdaythom:5,5,
"@gdaythom Hey Thom, we have a range of security measures in place across our stores. For obvious reasons, we don't disclose the details behind such measures publicly. Thanks.",@gdaythom:6,6,
"@georgiedons Hi there, we apologsie for the delayed response. We're sorry to hear you've not been able to get your hands on Talleys Muscles. Could you please DM us your order number, mobile number, and email address? Thanks, we hope to hear from you soon!",@georgiedons:1,1,
"@gianni_italiano We have therefore made the decision to require our team members in Australia to be fully vaccinated against COVID-19, as this is one of the most effective measures we can take to keep our team and customers safe. While it is clear that this policy is critical for the safety(2/4)",@gianni_italiano:1,1,@woolworths are booster jabs going to become mandatory to work
"@gianni_italiano We understand there may be circumstances where a team member is unable to be vaccinated for medical or religious reasons, and we will work through these with our team on a case by case basis.(4/4)",@gianni_italiano:2,2,"https://t.co/X7mLBQC7m3

@woolworths better get ready for damages payouts once you mandate the jab 1000s injured"
"@gianni_italiano Hi, we have a clear obligation to make our stores and workplaces the safest possible place for our team. The medical science is clear that a vaccinated team member reduces their risk of symptomatic COVID infection and significantly reduces the risk of transmission as well.(1/4)",@gianni_italiano:3,3,@PWBBOOMER @Coles @woolworths your next
"@gianni_italiano -of us all, we are setting realistic time frames for this policy to come into effect. Team members will have until January or March 2022 (depending on their state) to get the COVID-19 vaccination. (3/4)",@gianni_italiano:4,4,The are extremely alarming rise in vaccine injuries how can you mandate a jab that's not safe ... @woolworths you will have blood on your hands
"@gilessmith53 Hi there, thanks for reaching out and we appreciate your patience. We value your feedback and we'd like to assist you further. Please can you PM us directly. Thanks.",@gilessmith53:1,1,"@woolworths @dbllplusgood ""not happy with the quality of the Pork"". That is one way to put it, I suppose."
"@ginganinjawilko Hi Katie, thanks for reaching out. We're sorry to hear that about your delivery. So that we can further address this please DM us and confirm the full name, order number and email address linked to the online account for verification. We look forward to your reply.",@ginganinjawilko:1,1,"Have been ordering online from @woolworths with unlimited delivery membership since before covid. Can't get a delivery for 4 days, fair we understand. Just got a msg our 7.30pm delivery is running late and will now be delivered at 2am!!!"
"@ginganinjawilko Hi Katie, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@ginganinjawilko:2,2,
"@glenwnorris Hi Glen, thanks for reaching out about Gluten-Free Bread. So that we can look into this further for you, can you please send us a DM? Have a lovely rest of the day. Thanks.",@glenwnorris:1,1,@woolworths why is the bigger pack *680g) priced more per 100g for the same 550g product? https://t.co/nXiVGoBDnl
"@goaldeebug Hi there, thanks for reaching out. We're sorry to hear about this experience, we appreciate your patience and understanding during this time. We've passed this feedback on to be looked into further. Please let us know if there's anything else we can help with. Thanks.",@goaldeebug:1,1,"@woolworths I understand that you’re super busy and have a million incoming calls, but please change up the wait music. I’ve listened to the same 1 minute of your song 47 times now. I’m going insane."
"@gogogrrrl Hi there, thanks for reaching out about the experience you've had with a Team Member in our St Kilda store. Could you please send us a DM, so we can look into this? Thanks, and we look forward to hearing back from you soon.",@gogogrrrl:1,1,@woolworths the young guy at the self checkouts at your st kilda west store right now has his mask down around his neck. you really need to fix covid compliance at this store
"@greysfan Hey there, thanks for reaching out to us. We're sorry to hear that we don't stock a vegan vanilla cake, but we'd love to help out. If you could please DM us with your local store, that'd be appreciated. Thanks, we look forward to hearing from you.",@greysfan:1,1,"You know what, i used to shop at @woolworths but now @coles is at least $30-40 cheaper for my average shop. They blame fuel costs or whatever it is BUT why can coles have the same product for less 9/10 times now? #coles #woolworths #pricegouging @acccgovau @ChoiceAustralia"
"@gummybear_oz Hi there, thanks for bringing attention to the needles near our trolleys. Rest assured we have sent feedback to our Store Management Team for their awareness and review. We hope you have a lovely day!",@gummybear_oz:1,1,@woolworths twice in 2 weeks and you still havent made a sharps kit bin and tongs very slack. manger refused to walk out there with me to show him and deal with it
"@gusk Thanks for bringing this to our attention, Gus.  We advise you to delete the text or email and block the sender, and not click any links or attachments. If receiving suspicious contact is a recurring issue, please forward a screenshot to hoax@woolworths.com.au. Thank you!",@gusk:1,1,@woolworths Done.
"@harithroshana Can you please provide the store name, exact product name, date, and time of your shop through a Private Message? Thanks and we look forward to hearing from you soon. 2/2",@harithroshana:1,1,@woolworths @woolworths sent
"@harithroshana Hi Harith, thanks for reaching out to us. We're sorry to hear you've received something from your shop. We’d like to look into this and we appreciate you for sharing the image with us.(1/2)",@harithroshana:2,2,@woolworths this is not good at all. A slug 🐌🐌 https://t.co/9OzP9N8dYq
"@homer82au Hi there, thanks for bringing this to our attention. We take reports/incidents like this seriously and we’ll look into this with our team. However, we need some additional information to assist with our investigation. 1/2",@homer82au:1,1,"""Washed &amp; ready to eat"" baby leaves w/beetroot pack I just bought from Woolworths (Rockingham, WA) has a bonus insect - flying red wasp? My roast lamb lunch didn't need this extra protein, @woolworths but I appreciate seeing NSW wildlife up close from the comfort of my sofa 👍 https://t.co/JwYI3tdGKQ"
@homer82au Can you please let us know your contact number in a DM so we can look into this further? Thanks. 2/2,@homer82au:2,2,
"@hozinoz Hi there, thanks for getting in touch. We're sorry to hear about your recent direct to boot experience and apologise for the inconvenience caused. We'd love to share your feedback with our team, however, we do need to grab some details.1/2",@hozinoz:1,1,"@woolworths I called the store after waiting at the “direct to boot” for ten minutes, with other cars. The woman who helped was brilliant. It appears App was not updated to reflect changed store hours. That is poor process. I returned later today and have my order."
@hozinoz Thanks for letting us know that you've collected your order and glad to hear your praise for the team member at the store. We'll share your feedback with our team if you could let us know the details we've requested in a DM. Have a lovely day!,@hozinoz:2,2,"@woolworths pretty crap sending out direct to boot is waiting, only to arrive &amp; discover the store not open for another hour - despite the order being confirmed multiple times as in the 8-9 am slot. More than one cust was queuing. The staff member handled my call brilliantly."
"@hozinoz If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to hearing from you! 2/2",@hozinoz:3,3,
"@iamevilcupcake If you could send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to hearing from you! 2/2",@iamevilcupcake:1,1,"I'm getting my groceries this morning, and it's 11 am and I still don't have an expected delivery time, and my delivery window is 9 - 12.

I usually have an indication of when this will be delivered by now, even if it's not until later. What's happening @woolworths ?"
"@iamevilcupcake Hi Baroness, thanks for getting in touch. We're sorry to hear you haven't received an update on your order and apologise for any inconvenience caused. We'd love to look into this further but do need to grab a few more details.1/2",@iamevilcupcake:2,2,
"@iandloftus Could you please share your full name, policy number, contact number, email address, and address including state and DOB through a Direct Message? Thanks and we look forward to hearing from you soon. (2/2)",@iandloftus:1,1,"After 3 hours on hold I thought I was making some progress in the @woolworths insurance telephone queue, but just been disconnected. Do I call them again or try another insurance provider?"
"@iandloftus Hi Ian, thanks for reaching out to us. We're sorry to hear about your experience and the wait times to contact us over the phone. We've shared this with our Insurance Team for their immediate awareness and review. We'd love to help and look into this.",@iandloftus:2,2,
"@iconjen Hi there, thanks for reaching out to us. We're sorry to see that the expired lettuce is still on our shelves. Rest assured your feedback will be passed onto our Rockdale plaza store. We appreciate the photo and time to bring this to our attention. We hope you have a lovely day.",@iconjen:1,1,Cos lettuce past their best before date on quick sale in @woolworths Rockdale Plaza. Is this right? https://t.co/gZbE2LaMWY
"@idowoernwpajd Can you please send us a DM with the full product name, batch details, expiry date and store of purchase? Looking forward to hearing from you. Have a great day, thanks. (2/2)",@idowoernwpajd:1,1,"@woolworths it was this one. 
i am upset with my purchase and i want a refund 😡 https://t.co/cMMFSke5ri"
"@idowoernwpajd We'd be happy to look into this for you Ema. Please send us a DM. Have a great day, thanks.",@idowoernwpajd:2,2,purple hair dye does not even stay @woolworths Scammer
"@idowoernwpajd Hi Ema, thanks for reaching about. We're sorry to hear about the hair dye. We'd love to look into this further for you. (1/2).",@idowoernwpajd:3,3,
"@idrewthis Hi there, we're sorry to see you've received a whole stem in your Baby Spinach and Rocket Salad. Could you please DM us with the store you visited? Thanks, hope to hear from you soon!",@idrewthis:1,1,@woolworths Nice nettle plant I got in my rocket &amp; baby spinach last night. It was like a small tree. https://t.co/IJSBk2qFhi
"@indulgentpig Hi there, we're sorry to hear about your recent experience. Could you please DM us the store you visited and the product in question? Thanks, hope to hear from you soon!",@indulgentpig:1,1,@woolworths Really think you should change your slogan from the fresh food people to fresh for three days max
"@isigfethera Thanks for your reply, Catie. We'd like to let you know that we've just responded back to your DM. We appreciate you for bringing this to our attention. Have a great day. Thanks.",@isigfethera:1,1,"@woolworths Thanks, I have DMed you now"
"@isigfethera Hi Catie, we're sorry to hear about the missing items in your recent Online order. We understand this isn't the first time you've experienced this. We appreciate you for reaching out, and we'd like to follow this up with you. 1/2",@isigfethera:2,2,"Great @woolworths, once again for some reason my fruit and veg didn’t get delivered. But now because the value is (just) under $50 I can’t even get it redelivered? What a terrible policy"
"@isigfethera Can you please send us a DM to let us know the exact name of the items you're referring to or the line number these were under? As well as the order number, registered email address, and phone number associated with the account? Thanks and we look forward to your reply soon. 2/2",@isigfethera:3,3,
"@its_kel Hi Kel, thanks for getting in touch. We're sorry to hear you haven't received an update on your order and apologise for any inconvenience caused. We'd love to look into this for you, however, we do need to grab some details. 1/2",@its_kel:1,1,"Oh yay, apparently our delivery is arriving now-ish.  

Thanks @woolworths  I honestly don’t give any fucks about delays. That’s normal in this day and age…. 

It’s the total lack of communication that has done it for me."
"@its_kel Thanks for the update, Kel. We look forward to replying to your DM ASAP. Thanks!",@its_kel:2,2,"Hey @woolworths is our delivery coming in the next 24 minutes or can we go to bed.

At this point I honestly don’t care, I’d just love to know if I can go to bed now."
"@its_kel If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to hearing from you! 2/2",@its_kel:3,3,10:29pm….Nothing…..thanks @woolworths
"@its_miss_giggle Hi there, thanks for reaching out. We'd like to have a look into this for you and so that we can further address this, please direct message us with your local store? We look forward to hearing from you.",@its_miss_giggle:1,1,@woolworths what happened to those apricot cookies you guys used to sell? I still miss them 11 years later 😭😢
"@jacquijean Hi Jacqui, thanks for reaching out, and we appreciate your patience with our reply. Thanks for sharing such incredible feedback about our delivery driver and how none of your items was out of stock! 1/2",@jacquijean:1,1,"@woolworths Your delivery drivers are always so lovely, especially the one this morning! Also none of my items were out of stock which is awesome. Go woollies!"
"@jacquijean We'd love to share your lovely words with our team but require a bit more info. So that we can look into this for you, could you please let us know your order number, phone number and email address for verification? Eager to hear from you soon! 2/2",@jacquijean:2,2,
"@janehhodgkinson We understand your frustration, especially when the Chat Service on our website is not available. 2/3",@janehhodgkinson:1,1,"Huzzah! 
We finally have some 2022 achacha! 
And gorgeous they are!
Thank you @AusAchacha and @woolworths"
"@janehhodgkinson So that we can look into this for you, could you please let us know your full name, email address and order number for verification via DM? Looking forward to your reply. 3/3",@janehhodgkinson:2,2,Hi @woolworths - I have a problem with a product I bought- the online chat on the website said 'our Chat service is currently unavailable' so can we DM please?
"@janehhodgkinson Hi Jane, thanks for reaching out and we're sorry to hear that you've had issues with a product you've purchased in your recent Online order. 1/3",@janehhodgkinson:3,3,
"@janet_b_white Hi Janet, thanks for your patience with our reply. We're glad to hear that we were able to assist you during these challenging times. Thanks so much for your lovely compliment. Have a great day.",@janet_b_white:1,1,Thanks @woolworths for the groceries delivered to my family while we are in isolation.  We appreciate you more than you could ever know.
"@jaqs219 Hi there, thanks for reaching out to us. We'd love to help you with your inquiry, so if you could please DM us so we can discuss this further, that'd be appreciated. We look forward to hearing from you.",@jaqs219:1,1,@woolworths Happy to. Where can I DM you?
"@jaqs219 Hi there, if you click on our profile and you are following us there should be a small envelope to the right of our display picture, you can select to message us directly. Looking forward to a response.",@jaqs219:2,2,@woolworths you cannot buy vanilla icecream without palm oil on @woolworths
"@jasonandrade Thanks for that, we'll get back to you as soon as possible! We hope you have a great day!",@jasonandrade:1,1,
"@jasonandrade Hey Jason, thanks for reaching out to us and we're sorry for our delay. We appreciate you getting in contact regarding your beef kebab pricing and we'd like to look into this for you. Please DM us with the store of purchase. We hope to hear from you soon!",@jasonandrade:2,2,
@jasonandrade Thank you for your support!,@jasonandrade:3,3,
