type,description,title,img,score,review_n
health-products,"solves very easily and quickly in normal tap water, a couple of shakes in the drinking shaker and it’s good to go. Fast, easy and no clumping of powder. V",Uprotein 100% Whey Protein Hydro + Enzymes,https://cdn.productreview.com.au/resize/listing-picture/a4203888-bb0c-4b24-94b0-29b9cba1a3c3?width=96&height=96&v=2,4.4,55
health-products,"n the recommendation of my dentist, I purchased a Philips Sonicare toothbrush at $40. The problem is that I have crowding of teeth, and the swinging action of Sonicare failed to reach",Oral-B Vitality Sensitive Clean,https://cdn.productreview.com.au/resize/listing-picture/2f548064-ba49-45b2-8aca-4176578b1bdf?width=96&height=96&v=2,4.3,62
health-products,Duromine is a weight loss medication that suppresses the appetite by directly affecting the part of the brain that controls hunger levels.,Duromine,https://cdn.productreview.com.au/resize/listing-picture/946688a0-effc-3810-a703-4aa582930ec0?width=96&height=96&v=2,3.9,221
health-products,e lost a few kilos in a couple of weeks. of course it doesn't help for too long. the soups and bars couldn't find any in any of the stores. too s,Celebrity Slim,https://cdn.productreview.com.au/resize/listing-picture/5131cd7b-dea7-35c6-aeda-30cf4d3ee259?width=96&height=96&v=2,3.9,286
health-products,"Providing hot flush and restless sleep relief to those suffering with symptoms of menopause, this plant-based herbal solution is a natural relief option for many women.",Remifemin Menopause Symptom Relief,https://cdn.productreview.com.au/resize/listing-picture/dcd1ef57-02dd-3f46-880d-4dfaf0699255?width=96&height=96&v=2,4.1,98
health-products,"Fusion Health offers a chemical-free remedy for stress and anxiety with its blend that's largely made from holy basil, along with Indian ginseng and polygala, traditionally used in Chinese medicine.",Fusion Health Stress and Anxiety,https://cdn.productreview.com.au/resize/listing-picture/82dea38b-5d25-3d97-9c2a-4c6c78270e0f?width=96&height=96&v=2,4.7,33
health-products,ave an auto immune skin condition for ten years which seems to relate to gut issues. Also have a severe sugar addiction resulting in yo yo weight loss/gain. From day two this product made me,Happy Mammoth Digestive Super Cleanse,https://cdn.productreview.com.au/resize/listing-picture/1641a0a9-21b0-4e71-9444-689fb740fb6c?width=96&height=96&v=2,4.4,44
health-products,toddler 16 months just started daycare and by the 2nd week had a congested nose. I tried a bulb suction and it was a nightmare trying to get it up the nose and time the suction to get not,NoseFrida,https://cdn.productreview.com.au/resize/listing-picture/7dc557db-a8cd-3c74-be0a-11980de28363?width=96&height=96&v=2,4.9,27
health-products,"A fast-selling and popular weight loss drink, if you want to try the ALDI shake, you’d better grab it fast. With no artificial colours, sweeteners, and no added preservatives, the ALDI shake is a cheap and convenient option.",ALDI Essential Health Slim &amp; Trim,,3.9,140
health-products,"s is perfect for blocked nose. My baby had very bad cold and was having trouble breathing, this chest rub was a great relief for her. Also, gentle on skin and s",Euky Bearub,https://cdn.productreview.com.au/resize/listing-picture/bc14222c-fdd6-388f-aa46-7740e2d01890?width=96&height=96&v=2,4.8,28
health-products,Vital-O markets its Organic Greens powder as a one-stop-shop for getting your greens if you don’t have the time to incorporate the recommended 5 servings of veggies a day into your diet. But is it really this simple?,Vital Organic Greens,https://cdn.productreview.com.au/resize/listing-picture/459ee741-da1a-3fd6-8d14-3fd0cce000c3?width=96&height=96&v=2,3.8,270
health-products,"Despite this kit’s packaging having a somewhat clinical appearance, it’s free of hydrogen peroxide, and features a natural ingredient list.",Jewel Teeth Whitening Kit,https://cdn.productreview.com.au/resize/listing-picture/eba9083b-d5bc-3723-84da-a118ad40ea81?width=96&height=96&v=2,4.6,33
health-products,"at for broken capillaries around the nose, enlarged pores, lines and wrinkles, and under eye bags and discolouration. Also spider veins and large inflamed veins anywhere on the body. I lov",Hirudoid Cream,https://cdn.productreview.com.au/resize/listing-picture/26449213-eea9-3eb8-8848-febcc27cf589?width=96&height=96&v=2,4.7,29
health-products,"d when diluted for sore throat. Also I have used it undiluted on cotton pad to dab on a coldsore, twice a day. On two occasions my sore was gone in 7 days. When I have not used it the sore la",Betadine Concentrated Sore Throat Gargle,https://cdn.productreview.com.au/resize/listing-picture/27365d3e-23a1-3423-b071-dd22bd0ac7dc?width=96&height=96&v=2,4.4,38
health-products,ght a WP-560. After 10 months it would no longer hold it’s charge. Called Waterpik customer service and was told to cut the cord and send photos of that as well as the unit and they would repl,Waterpik WP-100 Ultra Water Flosser,https://cdn.productreview.com.au/resize/listing-picture/252dc046-1644-30b5-86f2-3ac58fed7b39?width=96&height=96&v=2,3.9,93
health-products,"OptiFast VLCD shakes are high-protein, low-calorie shakes that OptiFast states can be used to replace any meal.",Optifast VLCD,https://cdn.productreview.com.au/resize/listing-picture/873a87e6-7735-4596-bb87-720726d6ab6d?width=96&height=96&v=2,3.6,572
health-products,y worked for about two months not worth the money poor quality. Would have liked it if it worked very disappointed in this item. It is a complete was,Relief Wrap,https://cdn.productreview.com.au/resize/listing-picture/d965c6c7-f6e4-3f76-ba24-6bb5ed803b3d?width=96&height=96&v=2,4.2,45
health-products,"e only had the chocolate, and I'm not normally a fan of chocolate protein, but this one is a decent. Tastes nice, mixes well and price is on ",Optimum Nutrition 100% Whey Gold Standard,https://cdn.productreview.com.au/resize/listing-picture/965bb6b7-177d-3491-85f2-33f65c5f5fa1?width=96&height=96&v=2,4.9,23
health-products,"t I love about these are perfect to count macros to help get lean. Every other company do so much variety of heavy meals, I love the simplicity of meat, carb like rice or sweet potato and st",Nu Shape,https://cdn.productreview.com.au/resize/listing-picture/cffb3513-59e9-3fa9-b935-1ec1044f99af?width=96&height=96&v=2,4.4,37
health-products,"ave really enjoyed several flavours incl coffee, chocolate and my favourite banana over several years.  I recently bought another canister and the taste is terrible.  New scoops and new h",IsoWhey Complete,https://cdn.productreview.com.au/resize/listing-picture/413b5a8d-bda3-41b6-a534-dd1e53291809?width=96&height=96&v=2,3.7,161
health-products,sorry this was just horrible. Purchased the banana flavour which you mix with milk. Took the first gulp and wanted to spit it out but I persevered with a second go at it and it was sooo swee,OptiSlim VLCD Platinum Shake,https://cdn.productreview.com.au/resize/listing-picture/863526cb-23f1-405e-b897-54ccb2bafe2d?width=96&height=96&v=2,3.8,94
health-products,"derful smelling spray used for cleaning, kills germs and is an antiseptic, I use it as an air freshener also. I always have a can in the house. Great for stuffy noses if used in your be",Bosisto's Eucalyptus Spray,https://cdn.productreview.com.au/resize/listing-picture/7ef8a708-c040-3cef-a4df-0e0f65c4b4ce?width=96&height=96&v=2,4.6,29
health-products,"husband and I had taken fusion 8 tablets for at least 12mths , No flu colds etc and we were in and off planes, and my husband was having radiation also) I ran out, and said I will get anothe",Fusion Health Astra 8 Immune Tonic,https://cdn.productreview.com.au/resize/listing-picture/7501da81-3d3a-306c-bd7c-4489f4df9666?width=96&height=96&v=2,4.7,27
health-products,is very easy to use and considering my age this was very helpful. It does the jog in such a short time without having to wash rinse an,Clean Zone,https://cdn.productreview.com.au/resize/listing-picture/2ccd0635-8723-46bb-be4e-922ee26d1bab?width=96&height=96&v=2,4.8,25
health-products,"the right side handgrip there was a very smallslit in the handle grip, now the slit is getting bigger at present about 25mm. It is a concern into the future. Otherwise the cycle is ",Slim Cycle,https://cdn.productreview.com.au/resize/listing-picture/e04a7cf0-546e-4103-b924-95161563db6a?width=96&height=96&v=2,4.8,24
health-products,"hing special i guess i was expecting to feel better with all the reviews but im not sure there is anything special. Back to the gym and proper eating. Not impressed
Ive just read a review ",Bondi Beach Tea Co. B-Slim Tea,https://cdn.productreview.com.au/resize/listing-picture/a894cec8-462f-3d26-b00a-c94c168994a8?width=96&height=96&v=2,4.3,38
health-products,ought my Vibrofit Pro X recently and found that the buttons on the console were working intermittently. I emailed customer service and was amazed by the service I received. They were very pr,Vibrofit Pro,https://cdn.productreview.com.au/resize/listing-picture/d50bfe45-d529-3604-a319-fd858a5ed6a7?width=96&height=96&v=2,4.2,40
health-products,toilet had become my best friend.  I couldn't stay away from it - all day and six times through the night.  This had gone on for quite a while and I was tired.  I thought I'd give this a g,Ethical Nutrients Urinary Tract Support,https://cdn.productreview.com.au/resize/listing-picture/6ed9a5f0-33c7-3554-8921-cb85ef018ca8?width=96&height=96&v=2,4.8,23
health-products,"The $6, 290  iRest A100 uses innovative acupuncture pressure point sensors and various smart features to provide a relaxing whole body massage",iRest A100,https://cdn.productreview.com.au/resize/listing-picture/58c196f7-d76b-4e72-8e59-fc771ca8ab76?width=96&height=96&v=2,4.5,28
health-products,"urchased at Apr. 2nd in Brisbane Garden City Westfield and yesterday(Apr. 13rd) I recevied the Smart Glide, it works well, but the head ring is too small to be used with my   head, painfull",inTouch Smart Glide,https://cdn.productreview.com.au/resize/listing-picture/8ecfbae2-b62b-38eb-9d05-4dcb6326122a?width=96&height=96&v=2,4.5,29
health-products,"Providing effective relief from a huge variety of health conditions - including muscle and joint pain, headaches, and colds and fevers - at a great price, Panamax sure packs a punch",Panamax,https://cdn.productreview.com.au/resize/listing-picture/f391cb4e-359a-3bf8-8a6d-5b521b0ccb45?width=96&height=96&v=2,4.0,55
health-products,"Listerine Mouthwash is available to target a number of oral health concerns, with products such as Listerine Original, Total Care, Smart Rinse, Teeth Defence, Cool Mint, and Tartar Control.",Listerine Antiseptic Mouthwash,https://cdn.productreview.com.au/resize/listing-picture/af55bf6d-33e4-3366-8677-41ac030c79a9?width=96&height=96&v=2,3.8,84
health-products,"uffered period pain due to endometriosis. It was that bad that I had to have time off school and at times would faint or vomit. These pills are incredible, within 20 mins the camps are gone",Naprogesic,https://cdn.productreview.com.au/resize/listing-picture/ad6f01e5-e1cc-3504-93c5-c975a107269b?width=96&height=96&v=2,4.9,21
health-products,"With ibuprofen as its active ingredient, Nurofen treats all kinds of pain - making it a medicine cabinet staple",Nurofen,https://cdn.productreview.com.au/resize/listing-picture/a053663d-693b-3862-aa21-94e35b04d7ee?width=96&height=96&v=2,4.2,35
health-products,"y to mix, This is the best part i love about it , No lump ! Love the chocolate flavor ! Good Product . will buy again .:) Highly recommended if you wanted a high protein and low",Nutrients Direct Whey Protein Isolate (WPI),https://cdn.productreview.com.au/resize/listing-picture/2553c553-b2f4-31a3-84f5-f4ea67e5e1cf?width=96&height=96&v=2,4.8,21
health-products,"The $2, 500 iRest SL-R168 uses 12 automatic massage programs and 3D massage hand rollers to help loosen tense muscles, ease sore muscles and help with fatigue.",iRest SL-R168,https://cdn.productreview.com.au/resize/listing-picture/65526b13-9031-4ce9-a79f-f7ce669aa4b1?width=96&height=96&v=2,4.8,21
health-products,have been using SS&amp;S for a few years now and found it definitely has given us relief from pain. I took 2 bottles to INDIA and they were using it like liquid gold. They loved it. I have been ,Stiff Sore and Sorry,https://cdn.productreview.com.au/resize/listing-picture/7e98fbe5-43e7-3c57-b1cb-8d535f9bf2f2?width=96&height=96&v=2,4.9,18
health-products,ried the patches after reading about the results people experienced. As I have Bakers Cysts (plural) in both knees I was having trouble just walking around the house and often crying wit,Osmo Patch,https://cdn.productreview.com.au/resize/listing-picture/ae9b5fb2-fab2-33b3-af98-2e6d25ca7487?width=96&height=96&v=2,3.6,97
health-products,ot this toothbrush a little over two years ago and absolutely loved how quickly easily I could get a thorough clean on my teeth. I loved the app and how it showed how clean my teeth were get,Oral-B Genius AI,https://cdn.productreview.com.au/resize/listing-picture/922cded1-9d6c-4dcc-ac81-efcca06930c0?width=96&height=96&v=2,3.9,44
health-products,"e been using this wonderful supplement for @3 years now... and I won't be looking for any other supplement anymore.
I can mix it easily with my morning coffee, with my smoothie, with my ",Mannatech OsoLean Powder,https://cdn.productreview.com.au/resize/listing-picture/f21b068a-68b5-370c-a9d9-2cc32c3282be?width=96&height=96&v=2,5.0,17
health-products,"o desperately wanted this to work, but it doesn't suppress your hunger in any way, shape or form. The only thing that you think about is how hungry you are, then it's time for another shake,",Naturopathica FatBlaster Weight Loss Shakes,https://cdn.productreview.com.au/resize/listing-picture/85089b0c-de44-45d3-84b5-031aafccc3e8?width=96&height=96&v=2,3.6,91
health-products,y years ago I wAs diagnosed with IBS ended up taking Ethical Nutrients IBS Support.  For the last 18 months/two years these appear to have been replaced with Inner Health Plus.   This pr,Ethical Nutrients Inner Health Plus,https://cdn.productreview.com.au/resize/listing-picture/fee282d1-f783-31c2-a4aa-7386960b1172?width=96&height=96&v=2,3.9,45
health-products,g of Milk thistle won't do anything for liver function. Upwards of 150mg needed. Don't waste your money on this poor excuse of a liver detox and support ta,Swisse Ultiboost Liver Detox,https://cdn.productreview.com.au/resize/listing-picture/f219386b-23ce-3449-9f4d-bfa755fdb1b4?width=96&height=96&v=2,4.4,26
health-products,"rought this on the advice of a friend and wished I had looked at the reviews first. It tastes nasty, I wasted $21 on a 45 tablet pack. Really disappointed in myself for not trying it first. A",Berocca Performance,https://cdn.productreview.com.au/resize/listing-picture/d5f7f1b1-9ec6-460b-b073-ecea8148431b?width=96&height=96&v=2,3.6,77
health-products,e been using it for about a month 30 mins daily and 40 tension.   Am happy with results as ankles are no longer swollen and less pain ,Revitive Osteoarthritis-Knee,https://cdn.productreview.com.au/resize/listing-picture/4f7a5d42-5315-4b10-baf4-fe6b30652019?width=96&height=96&v=2,4.5,24
health-products," my G17 Pro for over a year. I use it daily along with my clients in a clinic environment. It is great to use as a warm up, get the blood flow happening and improve circulation. I use i",Hypervibe G17 PRO V2,https://cdn.productreview.com.au/resize/listing-picture/90c562e4-eef9-4fc5-b23e-0a05a017dab6?width=96&height=96&v=2,4.9,17
health-products,"Containing the active ingredient Orlistat, Xenical is a weight-loss medication sold in Australia for individuals experiencing obesity.",Xenical,https://cdn.productreview.com.au/resize/listing-picture/21fc0934-f4d9-387c-87c3-db9dbb7f363b?width=96&height=96&v=2,3.6,80
health-products,ought Salt Lab Magnesium Spray some months ago and tried using it in a range of recommended ways to help me sleep but I’m afraid it hasn’t offered any benefit to me at all. In my case I’ve was,Salt Lab Magnesium Oil,https://cdn.productreview.com.au/resize/listing-picture/da7e0150-be92-3b31-b4c3-af151161507f?width=96&height=96&v=2,4.7,19
health-products,"ng  Hypervibe G10 Mini is part of my daily routine, it improves my sleep quality and let the body completely relaxed. it was the fourth vibration plate I bought from different brands, hone",Hypervibe G10 Mini,https://cdn.productreview.com.au/resize/listing-picture/9d3b01f7-1537-47b3-be5f-8222b1434177?width=96&height=96&v=2,4.7,19
health-products,ost 28 kg on this product love it but wish they would bring back the choc cherry bars they were amazing. It’s always my go to weight l,Rapid Loss Shakes,https://cdn.productreview.com.au/resize/listing-picture/4d9d8bf9-5d5d-4b88-b3e3-fdbb383699bb?width=96&height=96&v=2,3.3,249
health-products,s may work on muscle problems but does not appear to help with nerve problems. Hoping it would for my son with MS pain. He say's it may be a distraction but seems to make the nerves worse wh,ActivLife Activbody Tens Machine,https://cdn.productreview.com.au/resize/listing-picture/d4b6fa28-4102-3190-8588-a949bdfd012e?width=96&height=96&v=2,4.7,19
health-products,"id retention in both feet and lower legs has totally gone.
Right foot has been ""frozen"" for over 35 years due to a complex fracture.
Full mobility has now been  restored",Revitive Medic Coach,https://cdn.productreview.com.au/resize/listing-picture/9b4e222f-5002-4724-9683-e3dbf60e9343?width=96&height=96&v=2,4.3,25
health-products,"’s
Tastes good
Helped to lose weight
Gave me extra energy
Didn’t feel tiered 
Slept really well

Con’s
Just one flavour available 
bit pricey

Would recommend and absolutely get again. I felt ",Happy Mammoth Ketone Energy PRO4,https://cdn.productreview.com.au/resize/listing-picture/2aa5894a-fae2-4c86-ac84-8663230b34e0?width=96&height=96&v=2,4.6,20
health-products,"lowing from surgery to my knee, I put on weight as I was unable to walk or do other exercise. Since using Vibrofit One, I have lost 41kg! Amazing result. Strength is also returning to the in",Vibrofit One,https://cdn.productreview.com.au/resize/listing-picture/95f5e070-a41b-3379-b45b-1c5e257b145c?width=96&height=96&v=2,4.5,21
health-products,"With potassium nitrate as its main active ingredient, Cedel Sensitive works to clean teeth, freshen breath, and provide sensitivity relief.",Cedel Sensitive,https://cdn.productreview.com.au/resize/listing-picture/e5e56f8c-b916-3921-bb7b-ae82f0fdb328?width=96&height=96&v=2,4.5,21
health-products,"s cream has been my 'go to' antiseptic and stop itch cream for many years. I use this cream for mozzie bites and leech bites, I seem to react badly to both but the local antiestheti",Medi Quattro First Aid Cream,https://cdn.productreview.com.au/resize/listing-picture/8fa32a66-b62c-3478-baa5-44aa45d700d6?width=96&height=96&v=2,4.5,22
health-products,"o got other bars which were fine but all the mixed berry bars mouldy. 
Attempts to contact Optislim via email not answered. Shakes ok to. Customer service is important to me so extr",OptiSlim VLCD Classic Series,https://cdn.productreview.com.au/resize/listing-picture/e5b1d578-afdd-4e61-bb88-817155a08e1e?width=96&height=96&v=2,3.2,260
health-products,"ave been on vita diet for 3 weeks and have managed to shift 5kg which is fantastic 15kg to go and I am at my target weight.
I have tried shakes before and they either have artificial sweetene",Medical Vita Diet Shakes,https://cdn.productreview.com.au/resize/listing-picture/812462fc-800f-453f-8ae8-0e4e55c8da14?width=96&height=96&v=2,4.0,32
health-products,"y received it today but seems to be working well for my husband, who walks very little. None of the reviews mention noise and I was surprised to hear a constant ""whirring"" which is quite lou",LegXercise Professional,https://cdn.productreview.com.au/resize/listing-picture/575ab5ac-15a1-4222-aa8d-c81809ae984e?width=96&height=96&v=2,4.8,17
health-products,"The $79.90 OxyShred is a thermogenic fat burner that’s available in 13 flavours, including Passionfruit, Kiwi Strawberry and Wild Melon",OxyShred,https://cdn.productreview.com.au/resize/listing-picture/6f63a4e7-7bb1-3fc4-8e48-8ce2adba4a1f?width=96&height=96&v=2,3.5,80
health-products,"olutely  fabulous product. I use this product in my baking. It’s amazing. 
I wouldn’t use any other brand. The raw whey protein powder, lets me make recipe/items, I haven’t eaten or baked in ",Bulk Nutrients Whey Protein Isolate,https://cdn.productreview.com.au/resize/listing-picture/37f8e62f-3ef7-3fca-b3c2-5c3989227d82?width=96&height=96&v=2,4.4,21
health-products,"At $2.49, the Cedel Spearmint toothpaste is a trusted option if you’re looking for an affordable toothpaste with fluoride made by an established Australian company",Cedel Spearmint,https://cdn.productreview.com.au/resize/listing-picture/82f6be57-6d38-337c-9133-7f0b176b7026?width=96&height=96&v=2,4.7,17
health-products,"redible price - a little more than a simple heat pad

Thw best thing is that unlike a head pad which moves around - This much wider and longer weighte pad stays in place and does not move fro",Calming Heat,https://cdn.productreview.com.au/resize/listing-picture/c9547dcc-31d9-478d-9ee2-c0372849c61a?width=96&height=96&v=2,4.6,18
health-products,s the best cough/lung remedy that I have found. I suffer with chronic chest infections so I make sure that I always have this on hand. It's a mi,Fusion Health Cough Lung Tonic,https://cdn.productreview.com.au/resize/listing-picture/3ee6951d-1c3c-3333-a672-1d70b86a264e?width=96&height=96&v=2,4.6,17
health-products,ng the vacuum cleaner is a bit noisy but you can reduce the noise by covering it and baby will get used to it anyway . The product last forever. It is too ea,Baby-Vac Nasal Aspirator,https://cdn.productreview.com.au/resize/listing-picture/a7c85eaf-b6ba-3a7f-bea6-35002d858300?width=96&height=96&v=2,4.5,19
health-products,"s so nice when a product actually does what they say it will do!   Almost immediately alleviates back, neck and shoulder pain.  Use it for at least a few minutes to get",Hy-Impact Cordless Muscle Massager,https://cdn.productreview.com.au/resize/listing-picture/8adde2ce-f861-4c59-bb05-8378a7b9dd9b?width=96&height=96&v=2,4.3,24
health-products,"partner and I each bought one, and after 6-8 months water got into the switch and they would turn on and off at random. Unfit for purpose. Buy a regular tooth",Colgate Pro Clinical 250R,https://cdn.productreview.com.au/resize/listing-picture/8e157dea-7560-3339-97d7-d55bcb0a0d86?width=96&height=96&v=2,3.7,39
health-products,"Marketed as ‘ketogenic performance fuel,’ Switch Nutrition’s Keto Switch relies on an active ingredient Beta Hydroxybutyrate - an exogenous ketone - to help you get into ketosis.",Switch Nutrition Keto Switch,https://cdn.productreview.com.au/resize/listing-picture/693e1a5b-214a-4ef6-a9a1-d4f2cd38f6ed?width=96&height=96&v=2,3.9,29
health-products,ad to throw this product in the bin after six months of daily use as I found it to be an overly aggressive toothbrush that wore down my tooth enamel to the point of making my teeth sensitiv,Philips Sonicare ProtectiveClean,https://cdn.productreview.com.au/resize/listing-picture/dc94e4cc-3a02-45cd-ba2d-5cbe547212a1?width=96&height=96&v=2,4.4,19
health-products,"m in the same boat . When I find something that works they pul it out from under you. 
Only when I was going somewhere I new I would need the pain release .
I use mersyndol night sometim",Mersyndol Day Strength,https://cdn.productreview.com.au/resize/listing-picture/8f81fb11-57a9-32ef-abf1-4717cdc82c3c?width=96&height=96&v=2,4.7,16
health-products,ght my 14 day detox pack since Jan 2020 and never got to me till now. Have called so many times and emailed they never get responded..stay away people and do n,Lemon Detox Diet,https://cdn.productreview.com.au/resize/listing-picture/38c0bac0-7a68-3640-8ad7-18c930fa2775?width=96&height=96&v=2,3.4,73
health-products," of a confession. For a big portion of my life, I have battled a smoking addiction. I started around the age of 15, and was a pack a day person from that point on. There was a short period",Allen Carr's Easy Way To Stop Smoking,https://cdn.productreview.com.au/resize/listing-picture/e5bb7e7e-da2b-3359-a9d7-bf0e83da8c51?width=96&height=96&v=2,3.7,37
health-products,"s was perfect!! I felt 100% better! I slept better, my moods were stable, my ‘warm flushes’ disappeared, and my depression lifted! So happy. Recommended it to all my friends - they all loved i",Ethical Nutrients Menopause and Hot Flush Fix,https://cdn.productreview.com.au/resize/listing-picture/a0df5014-0031-3dc5-97ee-802defa3467a?width=96&height=96&v=2,4.2,21
health-products,"eact pretty badly to mosquito bites, swell up, itch for days, Rob me of my sleep etc but if I use this after being bitten I get none of the usual effects. I recommend it to everyone I mee",Mozzigear Mosquito Click,https://cdn.productreview.com.au/resize/listing-picture/dc893516-27e5-3df5-bcf3-bcea6cc849ad?width=96&height=96&v=2,4.4,19
health-products,ad it independently tested for protein content ( chocolate ). Packet says 74.9g/100g. Test came back at 75.2g/100g. So they are genuine. They are 0.3 grams over according t,Nutrients Direct Whey Protein Concentrate (WPC),https://cdn.productreview.com.au/resize/listing-picture/10bfb96b-502e-3829-8892-6e6bdda3981d?width=96&height=96&v=2,4.6,16
health-products,"at machine. I used to own one of the originals 30 years ago, and were delighted to be able to get an updated one with many improvements. Excellent quality, and very puffing. I'm looking forwa",Infiniti Total Trainer TT3500,https://cdn.productreview.com.au/resize/listing-picture/168ff1ef-f0f6-464f-b6bb-e4b86312f90f?width=96&height=96&v=2,5.0,13
health-products,"ought the spray to replace some cigarettes, as I smoke 200 per week at $340 a carton. If the spray at $30 a canister would replace at least 100 - 150 cigarettes a week I would have been",Nicorette QuickMist,https://cdn.productreview.com.au/resize/listing-picture/11d05f7b-a51a-39b6-a4e6-26ad6d6c3089?width=96&height=96&v=2,3.2,99
health-products,"e been suffering from tooth pain because of an extraction I had earlier in the day. It was pretty bad and  laying in bed wasn’t even comfortable.

I called up my mum about it and asked if she ",Nurofen Zavance,https://cdn.productreview.com.au/resize/listing-picture/5ca801bc-76e7-3a10-b0f9-f762573ca5ed?width=96&height=96&v=2,4.0,25
health-products,"njured 2 fingers and my palm, yes they did a semi reasonable job of covering the wounds to keep them clean.
Within an hour of putting them on they started  peeling off and 2 -3 hours and I h",Band-Aid Plastic Strips,https://cdn.productreview.com.au/resize/listing-picture/15b54d70-72b9-3687-a481-9c6025656458?width=96&height=96&v=2,3.6,41
health-products,"ried buying an Oral B electric toothbrush a while ago, and while it was okay, I ended up going back to manual. This blew my mind for $30 at my local woolworths (1/2 price). I looked it up o",Philips Sonicare Elite+,https://cdn.productreview.com.au/resize/listing-picture/2c26fd0c-b7ca-4a4f-a38a-db3db457d937?width=96&height=96&v=2,4.1,22
health-products,"e been using this product for about 5 years, I mix it with beetroot juice and take twice a day. I have tried practically every other similar product available in Ireland and this is hands down",Synergy Natural Super Greens Premium,https://cdn.productreview.com.au/resize/listing-picture/101f87b3-74d0-3d9d-aca9-6e9ca2e75b10?width=96&height=96&v=2,4.4,18
health-products,ave suffered from chronic joint pain since hitting menopause and post covid vax. I have been a very hard physical worker all my life. This spray works IMMEDIATELY… After my shower at night I s,Zen Herbal Liniment Spray,https://cdn.productreview.com.au/resize/listing-picture/709661ae-d828-452e-9884-4b0779f5fcd8?width=96&height=96&v=2,4.5,17
health-products,A kid-friendly toothbrush alternative that only takes 30 seconds to work and comes with alluring lights and sounds to make brushing more entertaining for kids,Happi Teeth Kids Happi Brush,https://cdn.productreview.com.au/resize/listing-picture/768bd2f8-83d0-4f0c-8879-43049bf6c345?width=96&height=96&v=2,3.1,184
health-products,"nds well, excellent taste, even hubby has some.  I love the mouth feel too.  Would highly recommend this protein powder.  It helped me to loose weight and I'm a person who does not loose w",Nature's Way Instant Natural Protein Powder,https://cdn.productreview.com.au/resize/listing-picture/60980bfa-f795-4dfc-b8d8-e7db3388aafa?width=96&height=96&v=2,3.4,54
health-products,stant migraines are now reduced to dull ache. Eating much improved. Overall mental attitude improved. Past 3.Yrs only able to work.1.Hour a day now i can do a whole days ,Happy Mammoth Hormone Harmony PLUS+,https://cdn.productreview.com.au/resize/listing-picture/4cec58b2-8e93-431c-8514-a4c262f860c7?width=96&height=96&v=2,4.7,15
health-products,e this product! Keeps me full and my sugar levels stable. Can be a bit grainy but I just add a tablespoon of coconut yoghurt with my zymil milk and it works a treat! It has also helped with w,Vital Protein Pea Protein Isolate,https://cdn.productreview.com.au/resize/listing-picture/08bd46e9-0c4e-3212-9865-e4a7d8ec8817?width=96&height=96&v=2,3.7,35
health-products,The $49.95 Naturopathica FatBlaster MAX is a thermogenic weight loss supplement that comes in the form of a pill.,Naturopathica FatBlaster MAX,https://cdn.productreview.com.au/resize/listing-picture/6b6fe82f-2eb4-3351-84c2-8ba54abb0ffc?width=96&height=96&v=2,3.1,209
health-products,"ther brand of antihistamines worked for me until this spring. I could feel the difference on the day switching over to Telfast. However, not 24 hours though. I guess it could vary from one p",Telfast,https://cdn.productreview.com.au/resize/listing-picture/353025a6-32a8-45d7-a926-57fe2e341a2b?width=96&height=96&v=2,3.2,80
health-products,e all MLM products I imagine that the majority of the 5 star reviews are from independent distributors of the brand. As as consumer the products are expensive (even though I get distri,Isagenix,https://cdn.productreview.com.au/resize/listing-picture/4dc396f1-9990-3207-bad6-c6643db7bab7?width=96&height=96&v=2,3.0,208
health-products,This natural herb-based medicine uses black cohosh to relieve common menopausal symptoms such as hot flushes and disturbed sleep,Fusion Health Menopause,https://cdn.productreview.com.au/resize/listing-picture/7fc7e5fd-04ed-35c7-ae59-75c5b9db3e0c?width=96&height=96&v=2,4.0,24
health-products,ought the toothpaste for my 9 year old son who had some yellow stains. We have now used almost three tubes and his teeth are not only whiter but the stains have gone. Will definitely keep ,Biomin F for Kids,https://cdn.productreview.com.au/resize/listing-picture/a45bfd1c-7f26-417e-b779-af4a1aafae55?width=96&height=96&v=2,4.6,15
health-products,"ave to floss my 15 year old's teeth for them due to disability that affects their fine motor skills, making handling string floss or the little plastic picks too difficult. I bought this to s",Waterpik Cordless Plus Water Flosser WP450A,https://cdn.productreview.com.au/resize/listing-picture/82647254-8960-41f3-8b1b-dba4b976ec45?width=96&height=96&v=2,3.7,32
health-products, Celebrity Slim Rapid Low Sugar line is perfect for me because I have PCOS so I need to watch my sugar intake. I've tried several other VLCD brands (e.g. Optifast) and have always found,Celebrity Slim Rapid Shakes,https://cdn.productreview.com.au/resize/listing-picture/8c838803-e0d0-4064-8a17-4f229d78ff50?width=96&height=96&v=2,3.9,25
health-products,"With red clover as its active ingredient, Promensil can help reduce the severity of your menopausal symptoms such as hot flushes, mood regulation and sleep.",Promensil,https://cdn.productreview.com.au/resize/listing-picture/a8277afd-130b-38da-8bf3-ac596166c932?width=96&height=96&v=2,3.4,48
health-products,"I could give it a negative rating I would. Bought this massage chair new, 3 months later the massage wheel came through the back . Tried unsuccessful to have it repaired. The company and ",Innovation Square ULT-88,https://cdn.productreview.com.au/resize/listing-picture/fa0ec82e-d273-3b09-b4af-a3912c8d6c4b?width=96&height=96&v=2,3.6,35
