rating,review,recommended,pros,cons
2,"Great vision, little guidance",True,face paced environment that will push you to keep learning as you go,"initiatives switch quickly, often with little guidance on how to accomplish new goals"
3,Fast money,True,Quick money earn tips when it’s busy!,A lot of gas money and maintenance not really worth it.
5,Highly recommended Lyft,True,Great place to work as a data scientist. Lots of interesting / challenging problems to work on + of the smartest colleagues to learn from. Great Culture. Competitive Pay.,None that I can think of
4,Driven,True,Culture Mission Values People LyftUp,Constant change and need for diversification of products
4,Good place to work,True,"Great people, benefits, cool perks","Dealing with angry drivers, extra work"
3,"Great employees, challenging environment",True,"Coworkers are incredible, direct management is great, company culture tries to be fun","Low pay, not enough resources for staff, unfair policies, senior leadership doesn't care about lower employees"
5,Amazing company,True,"Flexible schedule, be your own boss, work at your own pace","Unruly customers, long hours behind the wheel, keeping a consistent schedule"
5,Operations Projects,True,"Flexibility 

Resources

Perks

Unlimited PTO

Lots of optional internal trainings","Disorganized

Too big too fast

Poor people managers"
5,My Lyft Experience,True,"Good atmosphere, Good pay, Good culture",Don’t promote from within the company
5,software engineer,True,senior software engineer Lyft NY,Lyft NY senior software engineer
5,great place to work,True,"free lunch on friday, free lyft rides",nothing wrong with this company
5,Go way to make fast money!,True,"Instant pay, Lyft card don’t have to wait for my money to be deposited on my bank

Make your own hours",You need to be really motivated
4,"Great culture, high expectations",True,People at Lyft are highly talented and motivated. Most leadership is inspiring. Inclusive and diverse.,Work-life balance can be tough at times.
3,Not Good At All,True,"Meet great people, get to know your city, no boss","Not safe, gotta work during peak to make money, Not enough pay, wear and tear on car"
3,"Work is okay, pay is decent",True,Good pay and bonus for sign-on and everything,Kind of dry work environment
4,Great company,True,"This company cares tremendously for their employees and who can disagree with make it happen, be yourself, and uplift others?",Not really any cons at this moment
5,Great place to work!,True,"Lyft values their employees. As an employee, you are taken care of, your work is appreciated, your opinions are valued, your work life balance is important. Nobody is just a number there, anyone can reach any employee at anytime, even CEOs.","Lyft is a great place to work, however, promotions/internal jobs can be highly competitive."
5,Great,True,"People, people, people, people, people","Decision making, leadership quality, misalignment"
5,Great place to work,True,"Great culture, Interesting project, Smart colleagues",Equity based compensation was hurt by poor stock performance recently.
3,Great culture but not much room for growth,True,"Passionate, fun people to work with and spend time outside of work as well at numerous team outings and happy hours. Great benefits. Fast-paced environment and always more to learn.","Low pay and insufficient pay raises in my year and a half there, as well as lack of room for growth and no possibility at the time for a promotion, despite receiving a 'highly exceeds expectations' score two reviews in a row. Role also became much more customer-facing which resulted in little to no time to contribute to larger, more meaningful operations projects. Company policies often made at higher level had detrimental effects on drivers and CAs were forced to face and clean up these negative interactions which became draining and emotionally challenging at times."
4,Tech balanced with social conscience,True,"Good benefits, passionate people, concern for equity","""Disruption"" attitude, lack of understanding or concern for non-core business"
5,Life at Lyft,True,"Collaborative atmosphere

Culture

CEO

Learning &amp; Development

Fast Pace",Upward mobility is stagnant at the moment.
3,Okish,True,"better than small companies, you can do things at scale","politics, long-tenure employees compensations are not same as new employee,"
1,DO NOT DRIVE FOR UBER AND LYFT,True,"Quick money,you can work whenever you want","You can't make a living wage,no tips,passengers will destroy your car's interior and put a number on your mile gage. Not worth making less than minimum wage. On top of making so little you have to also pay taxes on the little money you thag you have made. So in the long run working for lyft and uber will make you lose money."
1,awful and toxic enviornment,True,competitive salary nice office location,bad management and toxic environment
4,"Incredible company, repetitive job.",True,"Great work environment, fun people, strong company values","Disorganized leadership and communication, hard to move up within company, ever-changing goals, chaotic work environment at times."
2,Messy,True,"Great benefits , unlimited PTO if you can take it","Middle management (team leaders) get ignored. Looked down on for complaints that department was the Only one on phones, Then sister department got praised for adding phones. Agents are babied and it’s hard to manage performance due to lacking standards and goals."
2,Work hard,True,"Flexible hours, good people, customer service","Pay, wear and tire on vehicle"
5,Lyf Experience,True,"Fun environment, extensive training, great benefits","hard to promote, pay is not competitive"
3,Great experience with a few bumps!,True,"Amazing benefits, luxury to network with other leaders in the company, travel perks that were lenient at one point, and a lot of personal development opportunities.","A lot of thought leaders but with poor execution, that's from top leadership all the way down to ground leaders. It seemed like it was hard to get everyone to speak one universal language to carry a cohesive mission, especially with so many business lines at one point (contract drivers, rentals, bikes and scooters, driver centers). A lot of people took on more work than they should and a lot of people skated by without others noticing. It was difficult to work without alignment and not knowing which vertical your team falls on or even just who to report to sometimes."
3,Not good for early career,True,"Good comp, also top up for stock price drops","Management is chaotic, things not efficient"
5,Great gig,True,Paid immediately and bonus incentives,Wear n tear on your car
5,Overall positive experience,True,"- Invested in the tools that we needed to be successful

- Focused on building a positive, growth culture",- None while I was there.
3,"Lot of Changes, not always the best ones",True,"Good brand, people who care",Lots of management issues- unclear path forward
5,Great job,True,Great customers great job decent pay,Slow not making enough money
3,Lyft Bay Area,True,"Making own schedule, although this may change soon. Beautiful place to drive","Lack of any benefits, personal support, and expensive car rental costs"
3,OK,True,"Interesting problems to solve, great teammates",The industry has a lot of regulatory uncertainty. COVID-19 hasn't helped.
4,"High volume, pay isn't as good as Uber",True,Very popular in college town,Rates and pay aren't as good as Uber
4,Lyft inc,True,Flexible hours to earn money,Not many ride requests and sometimes app freeze
5,I miss working for Lyft,True,"-coworkers are awesome

-stocked kitchen on each floor (before transitioning to WFH)","-before transitioning to WFH, parking stipend did not increase when garage rates went up

-got rid of monthly Lyft credits to do a percentage discount"
3,A decent place,True,"Lyft generally hires good people, I've made lasting friendships","Internal interview process was not consistent. Also, not a lot of transparency within the company overall"
2,Buyer Beware,True,"free snacks, commuter benefits, flexible time off","Mismanagement, focus on path to profitability over investing in people"
5,Good Part time job ever,True,Flexible and the best time job ever.,Vehicle mileage and have to clean up the car a lot of times.
5,Very nice place to work,True,Lyft really lets you be yourself.,"They recently removed some extra perks like free rides, although I understand why."
3,Lyft Review,True,Flexible work schedule. Work as little or as much as you wish.,"Hard on car. Doesn't pencil out for compensation when you consider time, expenses such as gas, tires wear and tear and depreciation for the pay."
5,great,True,good founders who care about their mission,n/a n/a n/a n/a n/a
3,management issues,True,"love the people

great coworkers

great pay","management were to bias 

management would make false promises"
5,FTE DS,True,"Culture &amp; skill of teammates

Office food

Optimization &amp; learning","Vision for the next decade

Stock has tended to fall"
4,SDE,True,Nice work environment and colleagues,Sometimes too busy and on call
3,Weigh all of your options,True,"Culture was great, super dog friendly, and break room is always stocked with good eats. I really loved coming in and being around such genuine people. Very organized tools to get the job done.",Management is all over the place and hardly can relay information in time of it being used. Pay is kinda an insult considering the job is a bit repetitive (super easy to be burnt out)
3,Okay place to work.,True,"Immediate team was awesome, peers and coworkers were fun to work with.","Management doesn't really care about your career or company growth. Benefits were okay. Too much politics in the workplace, you can tell they make diversity hires over competent hires."
5,Love it,True,It is a great source of income.,The HIGH gas prices. Wear and tear on your vehicle
3,Good for a partime gig,True,"Make your own hours

meet new people

tips

no micromanaging","High mileage on car

Money fluctuates"
5,Great gig,True,flexible hours and your vehicle is your office,Driving can be very unpredictable.
4,Flexible hours,True,It allows for a flexible schedule,Pay is okay but you are technically 1099 (self employed) so you also have to set aside money for taxes.
4,n/a,True,Great benefits; supports work/life balance,Difficult to move up the food chain.
2,"Great benefits, but too much has changed since going public",True,The benefits are some of the best and most comprehensive in the industry,"A bit too fast-paced when it comes to policy changes and implementation, imo"
3,Needs better leadership. Benefits evaporating.,True,Decent hourly rates and salary.,"Benefits package declines year over year. Still offers health, vision, dental, 401k, but reduced quality of transportation reimbursement and nixed cell phone reimbursement among other perks that existed earlier in the company's history in favor of investors after the IPO."
2,"Great core values, poor execution and toxic work environment",True,"I worked for Lyft for just under 5 years on the Global Operations team and then moved to the Market Operations team. Some of the pros are getting to work with truly dedicated and talented people who love their job and love the communities we served. My coworkers helped each other, had brilliant ideas, and worked tirelessly to execute our projects regardless of level. 



The biggest pro is the local teams.","Communication from HQ is not great. Often new programs would launch in our market and we'd have no idea until the public release. It was not always clear how our work locally was supporting HQ initiatives. There was a large disconnect between what was happening in San Fran and what was happening in dispersed markets. 



Lyft also struggles to retain and promote good talent. Despite their ""commitment to diversity"", as a diverse person I was often belittled, undervalued, and overlooked. I watched countless less equipped and less qualified external hires receive leadership positions over more qualified, diverse internal candidates. Despite years of ""exceeds expectations"" reviews, extensive previous management experience, and several advanced degrees, I received one promotion in 4 years at Lyft. I repeatedly asked what I could do to move into a more senior role and had no complaints about my work, only ""the time just isn't right yet"".



I left because there is no room for advancement there for someone like me. Their stated values are mostly lip service and, despite repeated feedback, leadership is not open to hearing from more diverse voices. If you are not white and male, I'd stay away from Lyft."
4,Great company. Mission driven. Some things to tweak but great people all around.,True,Company culture is great. Great people to work with.,Vision can be a little vague at times.
3,Flexible,True,"Incredibly flexible hours, given you make your own. Provides a great and interesting way to discover new part of your city.",Work rates are a bit low.
5,"Great company, good perks",True,Great environment to work in and collaborative,Nothing applicable here to say
4,Pros and cons,True,"Good benefits, Flexible work hours, direct access to management, work life balance for salary positions.","faux diversity and inclusion, typical office politics, poor business outlook, reactive instead of proactive environment."
3,So-so,True,"Nice people, free food, unlimited PTO","Management has no clear vision

Company has trouble staying focused

Odd manager"
4,Good job with nice people,True,Meet new people every day,Sometimes drivers are angry with you
4,"Energetic, smart and driven people",True,People-focused org. with passionate leadership,Lots of work; can be chaotic
4,Benefits,True,Great company culture that gives back,Hard to achieve quota plans
3,Ok,True,Flexible hours and time management,Pay and lack of customer service
5,Good place to be,True,There is a great company culture,There are sometimes angry and escalated people to deal with
4,Nice company to work,True,Interesting work and overall environment,Sometimes boring tracks and a lot of bureaucracy
4,Great people,True,"A lot of talent people, good work life balance.","Lack of clear vision, very low risk appetite."
2,It's good until it's not,True,"Flexibility, pay (when things are busy), fun conversations with passengers","Unreliable pay, wears down your car, no support from company when anything goes wrong with your car"
4,Great work,True,Challenging work and great work life balance,Nothing so far. All good
3,Company treated us like garbage after going public.,True,It was innovative and thought-provoking at first - plus DOGS!,"Once the company went public, they treated us all like we were ""just a number"". Also, management was purely based on nepotism."
3,Okay,True,"Interesting work, ppl are really smart","Not great wlb, lots of pressure to meet deadlines"
3,Fast Paced,True,Learn a lot. Opportunity and growth. Great benefits and pay.,"Still undeveloped in processes and team structure. For this reason, there is a lot of ambiguity in roles and work streams. Heavy meeting culture."
4,solid company,True,"great technology, smart engineers, interesting problems",covid has put a damper on ride share enthusiasm
4,Nice,True,Team is great. Lots of smart and humble people. Tech stack is good. Work life balance is great,New people get paid more than existing people
4,Made good money,True,worked whenever I want. Decent money.,Lots of mileage on car.
5,Growing company,True,Lots of opportunity to grow,Still a new company that is learning
5,Good place to make an impact in a product that people use,True,A mission-driven company with a lot of caring people,Transportation is a low margin business that isn't as cush as working at places like Google or Facebook
5,Salary,True,"Hours, Mentorship, Development, Management, Benefits","Growth, Mobility, Communication, Vision, Stability"
1,Progressive if you have the same opinion,True,"Great break room, tech systems make work much easier.","If you don't wear skinny jeans and sip the progressive cool aid, tolerance is the last thing you will experience."
3,Not the best,True,"Flexible schedule, fun office environment",Management was terrible. Communication was terrible. Tremendously disorganized.
4,Great company,True,Great talented people and dynamic team,Can be stressful at time
4,Lyft Review,True,Flexibility Direct deposit on demand,car rental prices lacking in driver support / resources drivers lack voice
4,Not sure where the company is going,True,Fast pace and ever changing,Certain Manages in high positions
1,"Low wage, toxic management, hazardous work environment",True,You cannot be fired for poor performance.,"You will not receive raises for great performance. The constantly boast that they promote from within and that they fight for higher wages, but all new openings are filled by affirmative action hires with zero experience/ethics. Constant safety hazards and sexual misconduct, management is too complacent to answer your emails suggesting solutions. I was the company's top performing mechanic, and recently left because you can't live in san diego on $2200 per month. The atmosphere is tense and management has no problem lying no matter the question. Would not recommend."
4,Tough problems with smart coworkers,True,Solve interesting problems and get an enormous amount of autonomy. Lots of room to drive serious impact,Teams need clearer missions and roadmaps. Fair amount of politics to navigate
5,Great!,True,Everything in the company was positive,Nothing was a bad experience
3,"Design team is open and friendly, but not promoting creativity.",True,Nice people to work with,Top down culture from design leadership
5,"Great vibe, great people",True,"Smart, passionate people working hard to support the company's mission. Overall a fun, inspiring, challenging, and rewarding place to work.","Still feeling some of the startup growing pains, with frequently changing roles"
5,Resourceful,True,"Affordable, Reliable, Friendly, Extra Income, Flexibility","customer service, benefits, app glitches, liability"
4,"Good company, but struggles during the pandemic",True,"Great vision, excellent execution and good work-life balance",Lack of business diversity makes the business vulnerable
4,Not as good as they used to be,True,"Still one of the best ways to make extra cash, meet people &amp; stay independent.","Not good for luxury car owners, rates and rides are scarce to say the lease."
5,Great place to for especially early in career.,True,Great Compensation and great benefits,A lot of politics are involved.
2,A good springboard into something far better,True,"- Good location in the city

- Young company with a mix of experience levels

- Most coworkers were inspired by the mission","- Constantly playing catchup to Uber, sometimes scrapping good ideas of our own to respond to Uber's product innovation

- Older management is erratic and offers few the opportunity for career growth. If you weren't an ex-Mission office employee, promo cycles took forever"
4,a nice company but need diversify business model,True,"good culture (although it's getting worse after the WFH/covid19), good WLB, good people to work with","business model not diversified, seems not strong to survive the covid 19, leadership team lack of vision"
2,Rideshare driving in NYC is a scam,True,You can work whenever you want,You can never make what you expect
5,Great people great company,True,Positive culture and genuine people.,Emotional management and little respect for contracted workers.
4,rideshare review,True,flexible schedule easy to take off for holidays,"often have to work weekend, cleaning your car often can get old, rarely a puker"
4,Great Place To Work,True,Great benefits and awesome coworkers,Pay seems pretty low compared to median income in my city.
5,Driver,True,The advantages are that I could manage my working time and when you are a Lyft driver you meet great people.,"the use of my own vehicle, a lot of gasoline and maintenance fees ...

I preferred to quit because of covid19.

Too many people don't protect themselves, I don't want to take the risk.



it was above all the Covid19 that made me arrested."
3,Na,True,Great and competitive pay and benefits,Company does not have direction
3,Under construction,True,Big company with lots of opportunities to grow,Processes are not stable so your personal experience depends on the team you join
5,Best company and culture,True,Fun and challenge culture. Always exciting and has a mission everyone can believe in. Truly the best experience.,Can be difficult to navigate professional development since things change so fast and everyone wears many hats.
5,A place for growth no matter your background,True,"Managers look to develop their direct reports, even if they are learning themselves. With the right attitude, you can really excel and contribute to the vibrations of Lyft",Not a place for those trying to skate through work.
5,Great community that pushes you,True,"- most of the people I encounter are collaborative and encouraging

- the work I do is fulfilling

- every team has an impact

- everyone has a voice","- upward movement can be challenging

- due to covid, benefits are lacking"
5,"Very supportive environment, great culture",True,"Lyft is remarkably non-corporate for a company of its size. I almost never had to put up with BS as a data scientist, I was always able to make my case and be heard clearly. Everyone was really collaborative, and when I had to go on medical leave, the amount of support I had from my team was astounding.

Also, the management structure for DS roles (report to a manager on the Science team but be embedded on the particular engineering team) worked really well for me- having a manager who knew my methods, and a team that was working with me to apply them, is very sensible.","Obviously they're under a great amount of stress while COVID-19 is decimating their revenue, and I don't know whether anything has changed since April."
3,sink boat,True,compensation is above the average,unclear future for the rideshare
3,Nice people,True,good people to work with,work location was not great
5,Great Place To Work,True,"Dynamic Work Environment

Talented Individuals To Work With

Great Benefits / Salary

Great Company",Work Life Balance Is Challenging
5,Great place to work,True,"Caring, agile, has a strong vision.","High pressure environment, not for everyone."
1,Be ready to be taken advantaged of,True,"There are none, all of the benefits were taken away post IPO. PTO policy for hourly employees is a joke. There are no retention tools in place that reward team members for their hard work.",This company made up some nonsense claiming Community associates are considered to be “essential” employees. CAs are being put at risk of being exposed to COVID and the company continues to sweep it under the rug. They do not have any guidelines such as containment or testing procedures in the event team members are exposed. There are drivers who knowingly had COVID &amp; have shown up at field locations putting team members in danger of contracting COVID. Yet management insist on keeping these locations open because they are considered to be “essential”. If that’s the case CAs should be receiving hazard pay.
5,Great job and company culture,True,Autonomy is given to leaders to do their job,Really can’t think of any cons
4,Great culture although grindy,True,"Smart, kind people who care about their work",Work life balance sometimes a little off
5,"Great company, better mission",True,Amazing product and people. I've loved every minute,Difficult industry especially now with COVID
4,Nice company that cares about their employees,True,"great ceo/president leadership, good benefits, great culture",improve interoffice connections vs SF centric
1,Horrible,True,"Some nice coworkers, free therapy which was much needed living through this job, $200 free Lyft credits every month which seem to have been disbanded since I left,","EXTREMELY low pay for the type of work and amount of it, brutal job tasks, basically getting yelled at all day by drivers, felt unsafe at times when drivers would come in mad, we had to go through safety and de-escalation trainings where we learned how to escape if there was an active shooter at our hub. sounds dramatic but I feel like I have mild PTSD from the job. Traumatic, lots of emotionally charged driver questions regarding their livelihood, management was young and unexperienced, lack of proper training or direction for hard questions we were asked, no HR staff on site - huge red flag!!, no career opportunities and very competitive for the few jobs that opened up, constantly understaffed which made me have a lot more work that I regularly would have had, lots of overtime."
4,Great jon,True,Very nice team with great opporutunities,There aren't any cons in my opinion
4,Amazing,True,Ability to ask answer questions,None at the moment for company
1,Cheating with bonus payments .,True,"look carefully often do not pay the promised bonuses.  And they require proof of the submitted bonus offers.  screenshot of the proposed bonus.  And if the Driver has not made a screenshot of the bonus, then the driver is not paid the bonus payment.",Often cheating with bonuses . Level customer service is low .
4,Fast moving company with lack of vision.,True,Very competitive. Lyft hires the best of the best in the tech industry. They also pay top dollar. The products launching are fun and exciting to work on. Most teams are collaborative and want to partner for successful growth.,Extremely political. There is not enough scope and power to go around for all the top talent they hire so power becomes land grab situation. Impact driven culture which means politics is at an all time high and people will easily throw other team members under the bus.
3,It's good in a pinch,True,"Make your own hours

Bonuses to help with car rental costs

Quick email responses to inquiries","The car rentals are really expensive and the bonuses don't cover the cost

I made over 57k last year, only took home 18k, still had to pay 2k in taxes."
5,Great company,True,An inclusive and collaborative environment that encourages you to step outside of your comfort zone to create new things!,"Not always convenient hours, stressful job in general"
3,"Unicorn start-up, kind Founders but low EQ or unqualified managers",True,"Kind Founders, Opposite environment to Uber","Opposite environment to Uber, but in many ways, similar ego filled environment, Managers are not inspiring, low EQ and lack training, No work life balance, Little to no empathy from leaders"
4,Nice thing they got going for em but still a start-up,True,long enough hours for a weekend shift.,"disorganized, management was kinda rude"
3,QE Dept is directionless,True,There are some amazing people that work at Lyft as well as great benefits.,"QE department not taken seriously, automation engineers spend most of their time doing manual testing, managers all have their own agenda and don't really agree on anything."
4,.,True,"Great benefits, Great work/life balance, Great mission","Too much change, Poor Leadership"
5,Good job and compensation,True,"Interesting projects and great coworkers, good compensation",Instability of an unprofitable company during challenging economic times
5,Great Place to Start,True,"Great community, strong sense of self, a place to grow if you put in the work","If you want to leave, sometimes the management and HR will seem as if they don't care as much or really want to fight for you to stay"
3,A Job that's on my time,True,"all kinds of people,I made my own hours,Being my own boss,Doing what i love....driving,being able to listen to music all day","Being stuck in traffic,Peoples criticism,if its ones only source of income..it can be taken away in a heartbeat if someone didn't have a good experience and embelishes the negative parts of their trip to where you get put on probation and lyft does not even investigate the drivers side of an issue.Long trips that don't pay out,having to split your fares three ways and still have gas money,riders refusing to exit my vehicle when the trip was over,unwanted male advances or attention,drunk people,impatient riders when you may just be getting adapted to a new area and a passenger cancels on you"
4,Decent Company,True,Good benefits with decent pay scale,"Markets outside of California, Illinois, and New York are often ignored."
3,"Good company, terrible marketing department",True,Good culture and values. Some of the best people I've worked with. Lots of candy.,"Marketing leadership has changed more than 4 times over the course of two years. Inconsistent, and indecisive. Lots of candy."
4,Design at Lyft,True,A great level of autonomy and support from co-workers,"In my particular department, projects tended to be constrained. Meaning easiest and most basic solutions (which usually amounted to not being such a great customer experience) so development could fit them into sprints."
5,Great place to work!,True,"- Team is like a second family

- Lyft leads with action and is committed to doing the right thing

- Laid back","- Team is like a second family

- Still in ""start up"" mentality at times"
5,Supervisor.,True,Lyft is an excellent company to work.,I can think of no cons.
1,Don't recommed this job,True,"Helps your resume 

Generous time off","Incredibly low pay for the amount of work required, to add to this there is no pay structure, I would not recommend this job as it is dead end.



Managers play mental gymnastics with you.



Constantly plays the ""were a family card""



18$ an hour to be a project manager



Hive mind with management"
4,review,True,i like to see dogs,getting layed of during covid
1,Organizational Failure,True,"If you're in the right position, they'll support you","As a growing company, Lyft was unable to effectively structure my department which produced serious and debilitating work conflicts. Also, my particular manager was arrogant and lacking in management skills. They seem to care more about prestige and status than actual functional performance abilities. I'm sure my manager had never managed employees before, and as such created a sometimes hostile work environment."
3,"Start-up culture, very chaotic, yet a lot of ownership",True,"Because the team runs pretty lean, you get to own a lot and get a lot of great experience especially building from the ground up","Chaotic environment with a lot of turnover at all levels, including exec level. Org structure could be improved. Morale is not great."
4,"Mission-driven, strong leadership, competitive",True,"Compared to other companies of its size, the leadership team did not shift as much as I would have expected - especially for a younger company. John and Logan are great leaders - transparent, authentic, doing what's right. Lyft made me felt like I belonged and I was always challenged in the competitive environment. Strong values -- they were always emphasized and reiterated, not just messages on the wall. If you care about transportation and redefining cities around people instead of cars, Lyft is the best company you can work for in this space.","More junior folks trying to prove themselves; always felt like they needed to voice their opinion. Growing pains in terms of high-growth startup pre-IPO years, so processes would shift all the time and cause a ton of churn."
5,Very Transparent,True,Lyft is very transparent about their intentions,Things change fast without much warning
4,Lyft really cares about its employees.,True,"- Culture, people come first. If your miss a metric or a goal. No worries, just hit it next week.

- Snacks, daily lunch allowance, MacBooks, feeling of a tech company even if the role is remote. 

- I worked for scooters and it was Lyft first 4 markets. So it was pretty cool to drive around and say yup those are my scooters!

- You get to work with smart people that respect work life balance. Rarely will you see Lyft employees work more than 40 hours.

- Good comp and benefits, pay was higher then market. Great stock vesting schedule, Lyft credits (no longer offered), commuter benefits, free health insurance.

- Monthly fortnights with JZ and Logan. Its so cool to see the leaders in the company act like normal people. They would answer all sorts of crazy questions at the end! 

- Severance, I was laid off due to Covid-19 and they provided a solid 10 weeks severance plan. 

- Overall it was the best employer I worked for.","- Knowledge, I worked in operations and Lyft doesn’t know anything about physical asset operations. You would constantly be pushing initiatives without a real ROI

- No sense of P&amp;L for the market. We would spend $50k on a event to get about $60-70k in revenue. Not sure how this was ok for so long. 

- There was such less work that people would just make up projects and blow up every channel on slack just to be visible. 

- Slack, as long as you post messages in important channels. People think your doing your job.

- There are like 200+ people on central ops teams supporting about 40 local OM/OLs. When we would go visit HQ, these guys would split up one project into 3 parts, meanwhile at the local level your juggling 1-2 projects + managing the actual operation. This is all happening while HQ is cutting 2-3 local markets every 6 months. 

- Lyft HQ doesn’t respect people in ops. They think their pink app can solve all challenges.

- Higher level leadership would constantly ask us if we needed anything instead of providing actual direction. 

- Unfair layoffs, my team was laid off from a high potential market while they were currently going to launch a market which would only stay open for 4 months out of the year. Some OLs didn’t have markets for 6+ months and were kept on but my team was laid off. 

- No hiring freeze, Lyft cut 1000+ employees during covid-19 while still hiring externals. It would have been much cheaper and ethical to check their current talent first then offer externals."
5,Great group of people working in my team,True,Happy environment/ Flexibility/ Fast Pace/ Challenging,Not able to work remote
4,Good place to work,True,"People, culture, great vibe, very collaborative, inclusive.",Had to navigate organizations. Confusing processes.
5,Enjoyed My Time,True,"Benefits, Team, Environment, Increasing Compensation Structure",Smaller Market (job opportunity wise)
3,Too much,True,"Nice Place to learn, very intelligent people","Late working hours, too much competition"
4,People &amp; mission great; environment is chaos,True,"Friendly, collaborative people

Company mission is a large focus and is aimed at doing good","Lots of changes in executive leadership

Planning and day-to-day is chaotic

Being loud is rewarded"
5,"Let go during round of layoffs, would still go back",True,"Lots of opportunity to grow and learn in the company. Was able to level up career substantially due to the amount of scrappiness all around. A lot of roles and positions are created as needed, so there's plenty of space to grow. 



Also, great people all around. Sometimes petty, but generally all very well meaning.","Main con is that a lot of people aren't direct and projects get stalled due to indecision. Some passive aggressiveness, but not enough to create a toxic environment. 



This unfortunately also extends to company goal setting, etc. Due to the indecisiveness, there can sometimes be a lack of clarity in direction."
4,Good opportunity to grow in a fast paced environment,True,Working with dedicated team members,Not a lot of opportunity on local level
5,"Great place to work, come build world class product with us",True,great scope to grow as a engineer,"some amount of politics, nothing out of the ordinary"
5,Product Manager,True,"Compensation

Culture

Food is pretty good (not the best)

People","Chaos most of the time

Stock has taken a beating recently

Unclear future"
4,So much fun!,True,"Fun work environment, easy work, feels like family",Create your own goals for the company
2,Inexperienced senior leaders need to get rid of nepotism,True,"Generally humble, low ego peers",Need to improve culture and build trust back after layoffs
5,Great culture,True,- strong leadership and collaborative atmosphere,- attrition has made it difficult to keep momentum going
4,pretty good place,True,"decent people, pretty good work/life balance","lack of direction, old technologies"
5,Great working atmosphere,True,"Great work-life balance, friendly atmosphere. Many recharge days","Fight for impact, lots of juniors that often do not know what they do, strange recruiters, a lot of woke-ism"
5,salary,True,you can work 24 hours at your own convenience,you might not get the desired location
3,Its what you make it,True,"Flexible schedule, new experiences, pay","Random passengers, slow at time."
4,Lyft is great,True,Positive great training and personal experience,Techniques making money providing vehicles
3,App treats you like a child and is unsafe,True,"freedom over own schedule, no oversight","App has become horrible. It won't let you move the screen to see where you're going while your vehicle is moving. I understand this is supposed to sound like a safety measure, but you can't even click to see the address you're going to. App also moves map back to your current spot when trying to move to see where you're going. Also app won't let you text your customers in your own words even while stopped, for example, you can't type, ""I'm at the corner of Marion and 1st ave"" for clarity. Instead, you have about 8 prompts to choose from. In other words, many times you have to check the map to be sure you're travelling to the correct side of the street or not making a dangerous left turn ahead or many other things or JUST SEE THE ADDRESS WHERE YOURE GOING and the app prevents these things, makes me extremely frustrated, anxious and dangerous because I cannot calculate how to get to someone or drop them off. The app has all these ridiculous measures, NONE of which are on the UBER app. This is offensive and dangerous and stresses me out as a driver."
5,Mission-driven company with great people!,True,"The smartest, most collaborative and nicest group of colleagues I’ve ever had. Everyone is passionate about what we do and the company is intentional about fostering this culture from top to bottom.","Teams are kept small so workloads are pretty challenging. Given the push for profitability, budgets are tighter than they used to be."
5,Excellent company!,True,"Great perks, interesting work and smart people",Stock price hasn't been doing great
5,Great place to work,True,Great work life balance and transparency,Need to take bold risk
2,Dysfunctional and Inexperienced,True,"- Great benefits, although no bonus and no 401k matching

- Flexible schedules with good work life balance

- Things are always changing which keeps work interesting and challenging","- Leaders and HR people put in roles with no previous experience. Even the CHRO hasn't been a CHRO before, but Google experience gets you put on top at Lyft.

- Mean girl culture is REAL, especially in recruiting and especially for people of color. Gossip, playing favorites, throwing others under the bus were all qualities of the recruiting leaders at Lyft. These issues are never addressed and actually get rewarded via promotions. 

- The closed door promotion process is ridiculous. If you aren't out there brown nosing, you never get promoted. It's all about you who know at Lyft ."
4,Layoff employee,True,"good compensation, small teams, good engineers","management chaos, no transparency, low margin business"
4,Cool Company to work,True,"Culture, People, salary, team, benefits","culture, People and network, benefits"
1,TBS (micromobility group),True,"unlimited pto, flexible wfh, inclusive environment","lack of leadership, indecisiveness leads to lots of confusion"
5,N/A,True,Strong community and good environment to learn.,Hard to move up within the company
5,"Lyft is great, I will always be an employee.",True,I love the flexible schedule and the income.,I don't like the toll bridges.
4,Good,True,"Competitive compensation, great working environment","Lots of reorg, non-efficient management."
4,Great place to work,True,"Exciting projects, great work environment, food and snacks.","Fast paced, sometimes conflicting projects"
4,"Great benefits, so-so job",True,"Incredible benefits, dogs in the office, great snacks, awesome people","Metrics make associates feel micromanaged, unclear tracking of metrics, performance depends on reviews from angry customers, poor handling of important team matters"
3,"Good people, bad pay",True,"Tech orientated company, lots of innovating activities","Company values are not really and fully engaged, low payment, employees are seen as ants"
1,Toxic and Hostile Workplace,True,- I have met a number of good friends through work,"- The environment is very toxic and hostile

- Oftentimes middle management is intimidating, aggressive and pushy

- Performance reviews are skewed with favoritism and inaccurate stats

- Even if you are incredibly overqualified for internal positions or promotions, you will be continually disqualified or denied those positions for immeasurable reasons

- Middle management and up are frequently given promotions and new titles without meeting specific transfer criteria(ie - time in role requirements, performance requirements)

- If you are an HQ employee, you are unable to report concerns found on social media sites (ie - drivers/riders making inappropriate comments or posting pictures of weapons in vehicles on their social media)

- Concerns brought to management are not investigated, followed up on, or taken seriously

- There is little to no training 

- Changes made to procedures are not communicated properly or in a timely manner

- After the IPO - financial matters trumped everything

- You are not a valued employee, but rather a number."
5,Great place to work,True,People are very supportive of each other,Communication can be a challenge since there are so many teams
