,0,1,2,3,4,5,6,7
11936,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11937,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11938,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11939,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11940,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11941,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11942,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11943,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11944,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11945,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11946,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11947,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11948,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11949,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard
11950,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11951,Bats,Skeleton King,Skeleton Barrel,Skeleton Army,Mortar,Miner,Dart Goblin,Fireball
11970,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11971,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11972,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11973,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11974,Skeleton King,Fireball,Skeleton Army,Dart Goblin,Minion Horde,Mortar,Bats,Miner
11975,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11976,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11977,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11978,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11979,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11980,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11981,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11982,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11983,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11984,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11985,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11986,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11987,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11988,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11989,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11990,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11991,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11992,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11993,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11994,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11995,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11996,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11997,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11998,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
11999,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
12010,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12013,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12014,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12015,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12016,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12017,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12018,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12019,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12020,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12021,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12022,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12023,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12024,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
12025,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12026,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12027,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12028,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12029,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12030,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12031,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12032,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12033,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12034,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12035,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12036,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12037,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12038,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12039,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12040,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12041,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12042,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12043,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12044,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12045,Tornado,Skeletons,Tesla,Fireball,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12046,Tornado,Skeletons,Tesla,Fireball,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12047,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12048,Tornado,Skeletons,Tesla,The Log,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12049,Tornado,Skeletons,Tesla,Fireball,Magic Archer,Wall Breakers,Valkyrie,Goblin Drill
12057,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12059,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12060,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12061,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12062,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12063,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12064,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12065,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12066,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12067,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12068,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12069,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12070,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12071,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12072,Hog Rider,Minion Horde,Princess,Goblins,Fireball,Cannon,Zap,Knight
12075,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12076,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12077,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12078,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12079,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12080,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12081,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12082,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12083,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12084,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12085,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12086,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
12100,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12101,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12102,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12103,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12104,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12105,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12106,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12107,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12108,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12109,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12110,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12111,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12112,Barbarian Barrel,Electro Wizard,Bandit,Elite Barbarians,Golden Knight,Heal Spirit,Royal Ghost,Mother Witch
12113,Golden Knight,The Log,Heal Spirit,Elite Barbarians,Rocket,Skeletons,Bats,Three Musketeers
12115,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12116,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12117,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12118,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12119,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12120,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12121,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12122,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12123,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12124,X-Bow,Skeletons,The Log,Ice Spirit,Tesla,Archers,Fireball,Ice Golem
12125,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12126,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12127,Lava Hound,Guards,Mega Minion,Fireball,Tombstone,Balloon,Skeleton Dragons,Zap
12128,Rocket,Guards,Goblin Barrel,The Log,Rascals,Dart Goblin,Prince,Princess
12129,Archer Queen,Tombstone,Graveyard,Baby Dragon,Poison,Valkyrie,Tornado,Barbarian Barrel
12130,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12131,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12132,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12133,Bandit,Magic Archer,Heal Spirit,Mother Witch,Royal Ghost,Elite Barbarians,Barbarian Barrel,Cannon Cart
12134,Royal Recruits,Giant Snowball,Fireball,Goblin Cage,Flying Machine,Royal Hogs,Zappies,Barbarian Barrel
12135,Lava Hound,Balloon,Skeleton Dragons,Miner,Arrows,Inferno Dragon,Zap,Barbarians
12156,Graveyard,Baby Dragon,Ice Wizard,Valkyrie,Tornado,Poison,Tombstone,Barbarian Barrel
12157,Valkyrie,Mega Minion,Electro Wizard,Goblin Cage,Barbarian Barrel,Graveyard,Cannon Cart,Poison
12158,Barbarian Barrel,Fireball,Goblin Cage,Archer Queen,Royal Recruits,Flying Machine,Royal Hogs,Zappies
12160,Royal Hogs,Poison,Barbarians,Archer Queen,Flying Machine,Electro Wizard,Bandit,Barbarian Barrel
12173,Miner,Fireball,Goblin Gang,Mortar,The Log,Minion Horde,Spear Goblins,Cannon Cart
12181,Bandit,Mega Knight,Royal Ghost,Bats,Zap,Ram Rider,Archer Queen,Fireball
12182,Bandit,Mega Knight,Royal Ghost,Bats,Zap,Ram Rider,Archer Queen,Fireball
12183,Bandit,Mega Knight,Royal Ghost,Bats,Zap,Ram Rider,Archer Queen,Fireball
12184,Bandit,Mega Knight,Royal Ghost,Bats,Zap,Ram Rider,Archer Queen,Fireball
12185,Bandit,Mega Knight,Royal Ghost,Bats,Zap,Ram Rider,Archer Queen,Fireball
12186,Electro Giant,Prince,Bomber,Baby Dragon,Tombstone,Tornado,Barbarian Barrel,Earthquake
12187,Electro Giant,Prince,Bomber,Baby Dragon,Tombstone,Tornado,Barbarian Barrel,Earthquake
12188,Electro Giant,Prince,Bomber,Baby Dragon,Tombstone,Tornado,Barbarian Barrel,Earthquake
12189,Electro Giant,Prince,Bomber,Baby Dragon,Tombstone,Tornado,Barbarian Barrel,Earthquake
12190,Electro Giant,Prince,Bomber,Baby Dragon,Tombstone,Tornado,Barbarian Barrel,Earthquake
12191,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12192,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12193,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12194,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12195,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12196,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12197,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12198,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12199,Zap,Minions,Wall Breakers,Arrows,Miner,Prince,Archer Queen,Mega Knight
12200,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Poison,Golden Knight,Giant Snowball,P.E.K.K.A
12201,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Poison,Golden Knight,Giant Snowball,P.E.K.K.A
12202,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Poison,Golden Knight,Giant Snowball,P.E.K.K.A
12203,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Poison,Golden Knight,Giant Snowball,P.E.K.K.A
12204,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Poison,Golden Knight,Giant Snowball,P.E.K.K.A
12205,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A
12208,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12209,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12210,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12211,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12212,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12213,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12214,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12216,Golem,Electro Dragon,Tornado,Baby Dragon,Elite Barbarians,Barbarian Barrel,Lumberjack,Cannon Cart
12217,Golem,Electro Dragon,Tornado,Baby Dragon,Elite Barbarians,Barbarian Barrel,Lumberjack,Cannon Cart
12218,Golem,Electro Dragon,Tornado,Baby Dragon,Elite Barbarians,Barbarian Barrel,Lumberjack,Cannon Cart
12219,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12220,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12221,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12222,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12223,Giant,Sparky,Minion Horde,Arrows,Zap,Mini P.E.K.K.A,Skeleton Army,Bats
12224,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12225,Giant,Witch,Dark Prince,Mini P.E.K.K.A,Bats,Rage,Arrows,Zap
12226,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12227,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12228,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12229,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12230,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12231,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12232,Musketeer,Dark Prince,Giant,Graveyard,Arrows,Skeleton Army,Giant Snowball,Bats
12233,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12234,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12235,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12236,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12237,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12238,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12239,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12240,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12241,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12242,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12243,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12244,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12245,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12248,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12249,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12250,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12251,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12252,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12253,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12254,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Zap
12255,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Arrows
12256,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Arrows
12257,Prince,Fireball,Mother Witch,Golden Knight,Electro Wizard,Royal Ghost,Fisherman,Arrows
12258,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12259,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12260,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12261,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12262,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12263,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12264,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12265,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12266,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12267,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12268,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12269,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12270,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12271,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12272,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12273,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12274,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12275,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12276,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12277,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12278,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12279,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12280,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12281,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12282,Giant,Graveyard,Bats,Witch,Dark Prince,Giant Snowball,Skeleton Army,Arrows
12283,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12284,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12285,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12286,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12287,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12288,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12289,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12290,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12291,Lava Hound,Balloon,Fireball,Zap,Barbarians,Skeleton Dragons,Mega Minion,Tombstone
12292,Lava Hound,Balloon,Fireball,Zap,Barbarians,Skeleton Dragons,Mega Minion,Tombstone
12293,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12294,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12295,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12296,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12297,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
12298,Lava Hound,Balloon,Fireball,Zap,Guards,Skeleton Dragons,Mega Minion,Tombstone
